,"code","code","group","name","cst_in_id:id","cst_out_id:id"
"tax_guideline_","343","343","isencao","Produtos nacionais ou  nacionalizados, destinados à entrada nas Áreas de Livre Comércio de
Boa Vista - ALC BV e Bonfim - ALCB - Art.  113 do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","344","344","isencao","Produtos  nacionais  ou  nacionalizados,  destinados  à  entrada  na Área  de  Livre  Comércio  de
Macapá e Santana - ALCM S - Art.  117 do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","345","345","isencao","Produtos nacionais ou  nacionalizados, destinados à entrada nas Áreas de Livre Comércio de
Brasiléia - ALCB e de Cruzeiro do Sul - ALCCS - Art.  120 do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","346","346","isencao","Recompe - equipam entos de informática - de  beneficiário do  regime  para escolas das redes
públicas de ensino federal, estadual,  distrital,  municipal ou nas escolas sem fins lucrativos de
atendim ento a pessoas com  deficiência - Decreto n° 7.243/2010, art.  7o","cst_ipi_02","cst_ipi_52"
"tax_guideline_","347","347","isencao","Rio 2016  -  Importação  de  materiais  para  os jogos  (medalhas,  troféus,  impressos,  bens  não
duráveis,  etc.) - Lei  n°  12.780/2013, Art. 4o,  §1°,  I","cst_ipi_02","cst_ipi_52"
"tax_guideline_","348","348","isencao","Rio 2016 - Suspensão convertida em  Isenção - Lei  n°  12.780/2013, Art.  6o,  I","cst_ipi_02","cst_ipi_52"
"tax_guideline_","349","349","isencao","Rio 2016 - Empresas vinculadas ao CIO - Lei  n°  12.780/2013, Art.  9o,  I,  d","cst_ipi_02","cst_ipi_52"
"tax_guideline_","350","350","isencao","Rio 2016 - Saída de produtos importados pelo RIO 2016 - Lei  n° 12.780/2013, Art.  10,  I, d","cst_ipi_02","cst_ipi_52"
"tax_guideline_","351","351","isencao","Rio 2016 -  Produtos  nacionais,  não duráveis,  uso  e consum o dos  eventos,  adquiridos  pelas
pessoas jurídicas mencionadas no § 2o do art. 4o da Lei n° 12.780/2013 - Lei n° 12.780/2013,
Art.  12","cst_ipi_02","cst_ipi_52"
"tax_guideline_","601","601","reducao","Equipamentos e outros destinados à pesquisa e ao desenvolvim ento tecnológico - Art.  72 do
Decreto 7.212/2010",,
"tax_guideline_","602","602","reducao","Equipamentos  e  outros  destinados  à  empresas  habilitadas  no  PDTI  e  PDTA  utilizados  em
pesquisa e ao desenvolvim ento tecnológico - Art.  73 do Decreto 7.212/2010",,
"tax_guideline_","603","603","reducao","Microcomputadores
e
outros
de
até  R$11.000,00,
unidades
de
disco,
circuitos,
etc,
destinados a  bens de informática ou  automação.  Centro-Oeste SUDAM  SUDENE - Art.  142,
I  do Decreto 7.212/2010",,
"tax_guideline_","604","604","reducao","Microcomputadores
e
outros
de
até  R$11.000,00,
unidades
de
disco,
circuitos,
etc,
destinados a bens de informática ou  automação.  - Art.  1 4 2 ,1  do Decreto 7.212/2010",,
"tax_guideline_","605","605","reducao","Bens de informática não incluídos no art.  142 do Decreto 7.212/2010 - Produzidos no Centro-
Oeste,  SUDAM,  SUDENE - Art.  1 4 3 ,1  do Decreto 7.212/2010",,
"tax_guideline_","606","606","reducao","Bens de informática não incluídos no art.  142 do Decreto 7.212/2010 - Art.  143,  II do Decreto
7.212/2010",,
"tax_guideline_","607","607","reducao","Padis - Art.  150 do  Decreto 7.212/2010",,
"tax_guideline_","608","608","reducao","Patvd - Art.  158 do Decreto 7.212/2010",,
"tax_guideline_","999","999","outros","Tributação normal  IPI;  Outros;",,
