"id","code","name","small_name","description","type","parent_id:id"
"cfop_153","2252","Compra de energia elétrica por estabelecimento industrial",,"Classificam-se neste código as compras de energia elétrica utilizada no processo de industrialização. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento industrial de cooperativa.","input","cfop_151"
"cfop_154","2253","Compra de energia elétrica por estabelecimento comercial",,"Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento comercial. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento comercial de cooperativa.","input","cfop_151"
"cfop_155","2254","Compra de energia elétrica por estabelecimento prestador de serviço de transporte",,"Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de transporte.","input","cfop_151"
"cfop_156","2255","Compra de energia elétrica por estabelecimento prestador de serviço de comunicação",,"Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de comunicação.","input","cfop_151"
"cfop_157","2256","Compra de energia elétrica por estabelecimento de produtor rural",,"Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento de produtor rural.","input","cfop_151"
"cfop_158","2257","Compra de energia elétrica para consumo por demanda contratada",,"Classificam-se neste código as compras de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.","input","cfop_151"
"cfop_159","2300","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO",,,"input","cfop_121"
"cfop_160","2301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza",,"Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.","input","cfop_159"
"cfop_161","2302","Aquisição de serviço de comunicação por estabelecimento industrial",,"Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.","input","cfop_159"
"cfop_162","2303","Aquisição de serviço de comunicação por estabelecimento comercial",,"Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.","input","cfop_159"
"cfop_163","2304","Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte",,"Classificam-se neste código as aquisições de serviços de comunicação utilizado por estabelecimento prestador de serviço de transporte.","input","cfop_159"
"cfop_164","2305","Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica",,"Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_159"
"cfop_165","2306","Aquisição de serviço de comunicação por estabelecimento de produtor rural",,"Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.","input","cfop_159"
"cfop_166","2350","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE",,,"input","cfop_121"
"cfop_167","2351","Aquisição de serviço de transporte para execução de serviço da mesma natureza",,"Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.","input","cfop_166"
"cfop_168","2352","Aquisição de serviço de transporte por estabelecimento industrial",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.","input","cfop_166"
"cfop_169","2353","Aquisição de serviço de transporte por estabelecimento comercial",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.","input","cfop_166"
"cfop_170","2354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.","input","cfop_166"
"cfop_171","2355"," Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_166"
"cfop_172","2356"," Aquisição de serviço de transporte por estabelecimento de produtor rural",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.","input","cfop_166"
"cfop_173","2400","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA",,,"input","cfop_121"
"cfop_174","2401","Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária",,"Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras por estabelecimento industrial ou produtor rural de cooperativa de mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173"
"cfop_175","2403","Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária",,"Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.","input","cfop_173"
"cfop_176","2406"," Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária",,"Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173"
"cfop_177","2407","Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária",,"Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173"
"cfop_178","2408","Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária",,"Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem industrializadas ou consumidas na produção rural no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173"
"cfop_179","2409","Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária",,"Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.","input","cfop_173"
"cfop_180","2410","Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária",,"Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária.","input","cfop_173"
"cfop_181","2411","Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária",,"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária.","input","cfop_173"
"cfop_182","2414","Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária",,"Classificam-se neste código as entradas, em retorno, de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária, e não comercializadas.","input","cfop_173"
"cfop_183","2415","Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária",,"Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.","input","cfop_173"
"cfop_184","2500","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES",,,"input","cfop_121"
"cfop_185","2501","Entrada de mercadoria recebida com fim específico de exportação",,"Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.","input","cfop_184"
"cfop_186","2503","Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento",,"Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.501  Remessa de produção do estabelecimento, com fim específico de exportação.","input","cfop_184"
"cfop_187","2504","Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros",,"Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros remetidas a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.","input","cfop_184"
"cfop_188","2505","Entrada decorrente de devolução simbólica de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento",,"Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação, cujas saídas tenham sido classificadas no código 6.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.","input","cfop_184"
"cfop_189","2506","Entrada decorrente de devolução simbólica de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação",,"Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuadas pelo estabelecimento depositário, cujas saídas tenham sido classificadas no código 6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.","input","cfop_184"
"cfop_190","2550","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO",,,"input","cfop_121"
"cfop_191","2551","Compra de bem para o ativo imobilizado",,"Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.","input","cfop_190"
"cfop_192","2552","Transferência de bem do ativo imobilizado",,"Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_190"
"cfop_193","2553","Devolução de venda de bem do ativo imobilizado",,"Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 6.551 - Venda de bem do ativo imobilizado.","input","cfop_190"
"cfop_194","2554","Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento",,"Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 6.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.","input","cfop_190"
"cfop_195","2555","Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento",,"Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.","input","cfop_190"
"cfop_196","2556","Compra de material para uso ou consumo",,"Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.","input","cfop_190"
"cfop_197","2557","Transferência de material para uso ou consumo",,"Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_190"
"cfop_198","2600","CRÉDITOS E RESSARCIMENTOS DE ICMS",,,"input","cfop_121"
"cfop_199","2603","Ressarcimento de ICMS retido por substituição tributária",,"Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.","input","cfop_198"
"cfop_200","2650","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICANTES",,,"input","cfop_121"
"cfop_201","2651","Compra de combustível ou lubrificante para industrialização subseqüente",,"Classificam-se neste código as compras de combustíveis ou lubrificantes a serem utilizados em processo de industrialização do próprio produto.","input","cfop_200"
"cfop_202","2652","Compra de combustível ou lubrificante para comercialização",,"Classificam-se neste código as compras de combustíveis ou lubrificantes a serem comercializados.","input","cfop_200"
"cfop_203","2653","Compra de combustível ou lubrificante por consumidor ou usuário final",,"Classificam-se neste código as compras de combustíveis ou lubrificantes a serem consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviços ou por usuário final.","input","cfop_200"
"cfop_204","2658","Transferência de combustível e lubrificante para industrialização",,"Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem utilizados em processo de industrialização do próprio produto.","input","cfop_200"
"cfop_205","2659","Transferência de combustível e lubrificante para comercialização",,"Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem comercializados.","input","cfop_200"
"cfop_206","2660","Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente",,"Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustível ou lubrificante destinado à industrialização subseqüente.","input","cfop_200"
"cfop_207","2661","Devolução de venda de combustível ou lubrificante destinado à comercialização",,"Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustíveis ou lubrificantes para comercialização.","input","cfop_200"
"cfop_208","2662","Devolução de venda de combustível ou lubrificante destinado a consumidor ou usuário final",,"Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustíveis ou lubrificantes por consumidor ou usuário final.","input","cfop_200"
"cfop_209","2663","Entrada de combustível ou lubrificante para armazenagem",,"Classificam-se neste código as entradas de combustíveis ou lubrificantes para armazenagem.","input","cfop_200"
"cfop_210","2664","Retorno de combustível ou lubrificante remetido para armazenagem",,"Classificam-se neste código as entradas, ainda que simbólicas, por retorno de combustíveis ou lubrificantes, remetidos para armazenagem.","input","cfop_200"
"cfop_211","2900","OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS",,,"input","cfop_121"
"cfop_212","2901","Entrada para industrialização por encomenda",,"Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.","input","cfop_211"
"cfop_213","2902","Retorno de mercadoria remetida para industrialização por encomenda",,"Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.","input","cfop_211"
"cfop_214","2903","Entrada de mercadoria remetida para industrialização e não aplicada no referido processo",,"Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.","input","cfop_211"
"cfop_215","2904","Retorno de remessa para venda fora do estabelecimento",,"Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.","input","cfop_211"
"cfop_216","2905","Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral",,"Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.","input","cfop_211"
"cfop_217","2906","Retorno de mercadoria remetida para depósito fechado ou armazém geral",,"Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.","input","cfop_211"
"cfop_218","2907","Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral",,"Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.","input","cfop_211"
"cfop_219","2908","Entrada de bem por conta de contrato de comodato",,"Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato.","input","cfop_211"
"cfop_220","2909","Retorno de bem remetido por conta de contrato de comodato",,"Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato.","input","cfop_211"
"cfop_221","2910","Entrada de bonificação, doação ou brinde",,"Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.","input","cfop_211"
"cfop_222","2911","Entrada de amostra grátis",,"Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.","input","cfop_211"
"cfop_223","2912","Entrada de mercadoria ou bem recebido para demonstração",,"Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.","input","cfop_211"
"cfop_224","2913","Retorno de mercadoria ou bem remetido para demonstração",,"Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.","input","cfop_211"
"cfop_225","2914","Retorno de mercadoria ou bem remetido para exposição ou feira",,"Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.","input","cfop_211"
"cfop_226","2915","Entrada de mercadoria ou bem recebido para conserto ou reparo",,"Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.","input","cfop_211"
"cfop_227","2916","Retorno de mercadoria ou bem remetido para conserto ou reparo",,"Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.","input","cfop_211"
"cfop_228","2917","Entrada de mercadoria recebida em consignação mercantil ou industrial",,"Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.","input","cfop_211"
"cfop_229","2918","Devolução de mercadoria remetida em consignação mercantil ou industrial",,"Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.","input","cfop_211"
"cfop_230","2919","Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial",,"Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.","input","cfop_211"
"cfop_231","2920","Entrada de vasilhame ou sacaria",,"Classificam-se neste código as entradas de vasilhame ou sacaria.","input","cfop_211"
"cfop_232","2921","Retorno de vasilhame ou sacaria",,"Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.","input","cfop_211"
"cfop_233","2922","Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro",,"Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro","input","cfop_211"
"cfop_234","2923","Entrada de mercadoria recebida do vendedor remetente, em venda à ordem",,"Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 2.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 2.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.","input","cfop_211"
"cfop_235","2924","Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente",,"Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.","input","cfop_211"
"cfop_236","2925","Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente",,"Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.","input","cfop_211"
"cfop_237","2931","Lanç. efetuado pelo tomador do serviço de transporte quando a resp. de retenção do imposto for atribuída ao remetente ou alienante da merc., pelo serviço de transp. realizado por transp. autônomo ou por transp. não inscrito na UF onde iniciado o serviço",,"Classificam-se neste código exclusivamente os lançamentos efetuados pelo tomador do serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação, onde iniciado o serviço, quando a responsabilidade pela retenção do imposto for atribuída ao remetente ou alienante da mercadoria.","input","cfop_211"
"cfop_238","2932"," Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador",,"Classificam-se neste código as aquisições de serviços de transporte que tenham sido iniciados em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.","input","cfop_211"
"cfop_239","2933","Aquisição de serviço tributado pelo ISSQN",,"Classificam-se neste código as aquisições de serviços, de competência municipal, desde que informados em Nota Fiscal modelo 1 ou 1-A.","input","cfop_211"
"cfop_240","2949","Outra entrada de mercadoria ou prestação de serviço não especificado",,"Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.","input","cfop_211"
"cfop_241","3000","ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO EXTERIOR",,,"input",
"cfop_242","3100","COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS",,,"input","cfop_241"
"cfop_243","3101","Compra para industrialização ou produção rural",,"Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural. Também serão classificadas neste código as entradas de mercadorias em estabelecimento industrial ou produtor rural de cooperativa.","input","cfop_242"
"cfop_244","3102","Compra para comercialização",,"Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa.","input","cfop_242"
"cfop_245","3126","Compra para utilização na prestação de serviço",,"Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços.","input","cfop_242"
"cfop_246","3127","Compra para industrialização sob o regime de ""drawbac",,"Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização e posterior exportação do produto resultante, cujas vendas serão classificadas no código 7.127 - Venda de produção do estabelecimento sob o regime de drawback.","input","cfop_242"
"cfop_247","3200","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES",,,"input","cfop_241"
"cfop_248","3201","Devolução de venda de produção do estabelecimento",,"Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como Venda de produção do estabelecimento.","input","cfop_247"
"cfop_249","3202","Devolução de venda de mercadoria adquirida ou recebida de terceiros",,"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros.","input","cfop_247"
"cfop_250","3205","Anulação de valor relativo à prestação de serviço de comunicação",,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.","input","cfop_247"
"cfop_251","3206","Anulação de valor relativo à prestação de serviço de transporte",,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.","input","cfop_247"
"cfop_252","3207","Anulação de valor relativo à venda de energia elétrica",,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.","input","cfop_247"
"cfop_253","3211","Devolução de venda de produção do estabelecimento sob o regime de ""drawbac",,"Classificam-se neste código as devoluções de vendas de produtos industrializados pelo estabelecimento sob o regime de drawback.","input","cfop_247"
"cfop_254","3250","COMPRAS DE ENERGIA ELÉTRICA",,,"input","cfop_241"
"cfop_255","3251","Compra de energia elétrica para distribuição ou comercialização",,"Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.","input","cfop_254"
"cfop_256","3300","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO",,,"input","cfop_241"
"cfop_257","3301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza",,"Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.","input","cfop_256"
"cfop_258","3350","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE",,"Aquisição de serviço de transporte para execução de serviço da mesma natureza","input","cfop_241"
"cfop_259","3351","Aquisição de serviço de transporte para execução de serviço da mesma natureza",,"Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.","input","cfop_258"
"cfop_260","3352","Aquisição de serviço de transporte por estabelecimento industrial",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.","input","cfop_258"
"cfop_261","3353","Aquisição de serviço de transporte por estabelecimento comercial",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.","input","cfop_258"
"cfop_262","3354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.","input","cfop_258"
"cfop_263","3355","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_258"
"cfop_264","3356","Aquisição de serviço de transporte por estabelecimento de produtor rural",,"Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.","input","cfop_258"
"cfop_265","3500","ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES",,,"input","cfop_241"
"cfop_266","3503","Devolução de mercadoria exportada que tenha sido recebida com fim específico de exportação",,"Classificam-se neste código as devoluções de mercadorias exportadas por trading company, empresa comercial exportadora ou outro estabelecimento do remetente, recebidas com fim específico de exportação, cujas saídas tenham sido classificadas no código 7.501 - Exportação de mercadorias recebidas com fim específico de exportação.","input","cfop_265"
"cfop_267","3550","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO",,,"input","cfop_241"
"cfop_268","3551","Compra de bem para o ativo imobilizado",,"Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.","input","cfop_267"
"cfop_269","3553","Devolução de venda de bem do ativo imobilizado",,"Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 7.551 - Venda de bem do ativo imobilizado.","input","cfop_267"
"cfop_270","3556","Compra de material para uso ou consumo",,"Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.","input","cfop_267"
"cfop_271","3650","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICANTES",,,"input","cfop_241"
"cfop_272","3651","Compra de combustível ou lubrificante para industrialização subseqüente",,"Classificam-se neste código as compras de combustíveis ou lubrificantes a serem utilizados em processo de industrialização do próprio produto.","input","cfop_271"
"cfop_273","3652","Compra de combustível ou lubrificante para comercialização",,"Classificam-se neste código as compras de combustíveis ou lubrificantes a serem comercializados.","input","cfop_271"
"cfop_274","3653","Compra de combustível ou lubrificante por consumidor ou usuário final",,"Classificam-se neste código as compras de combustíveis ou lubrificantes a serem consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviços ou por usuário final.","input","cfop_271"
"cfop_275","3900","OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS",,,"input","cfop_241"
"cfop_276","3930","Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária",,"Classificam-se neste código os lançamentos efetuados a título de entrada de bens amparada por regime especial aduaneiro de admissão temporária.","input","cfop_275"
"cfop_277","3949","Outra entrada de mercadoria ou prestação de serviço não especificado",,"Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.","input","cfop_275"
"cfop_278","5000","SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O ESTADO",,,"output",
"cfop_279","5100","VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS",,,"output","cfop_278"
"cfop_280","5101","Venda de produção do estabelecimento",,"Classificam-se neste código as vendas de produtos industrializados ou produzidos pelo próprio estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento industrial ou produtor rural de cooperativa destinadas a seus cooperados ou a estabelecimento de outra cooperativa.","output","cfop_279"
