"id","code","name","version","parent_id:id"
"l10n_br_cnae_485","1741-9/01","Fabricação de formulários contínuos","2.0","l10n_br_cnae_484"
"l10n_br_cnae_486","1741-9/02","Fabricação de produtos de papel, cartolina, papel cartão e papelão ondulado para uso comercial e de escritório","2.0","l10n_br_cnae_484"
"l10n_br_cnae_487","17.42-7","Fabricação de produtos de papel para usos doméstico e higiênico-sanitário","2.0","l10n_br_cnae_483"
"l10n_br_cnae_488","1742-7/01","Fabricação de fraldas descartáveis","2.0","l10n_br_cnae_487"
"l10n_br_cnae_489","1742-7/02","Fabricação de absorventes higiênicos","2.0","l10n_br_cnae_487"
"l10n_br_cnae_490","1742-7/99","Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente","2.0","l10n_br_cnae_487"
"l10n_br_cnae_491","17.49-4","Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ","2.0","l10n_br_cnae_483"
"l10n_br_cnae_492","1749-4/00","Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente","2.0","l10n_br_cnae_491"
"l10n_br_cnae_493","18","Impressão e reprodução de gravações","2.0","l10n_br_cnae_248"
"l10n_br_cnae_494","18.1","Atividade de impressão","2.0","l10n_br_cnae_493"
"l10n_br_cnae_495","18.11-3","Impressão de jornais, livros, revistas e outras publicações periódicas","2.0","l10n_br_cnae_494"
"l10n_br_cnae_496","1811-3/01","Impressão de jornais","2.0","l10n_br_cnae_495"
"l10n_br_cnae_497","1811-3/02","Impressão de livros, revistas e outras publicações periódicas","2.0","l10n_br_cnae_495"
"l10n_br_cnae_498","18.12-1","Impressão de material de segurança","2.0","l10n_br_cnae_494"
"l10n_br_cnae_499","1812-1/00","Impressão de material de segurança","2.0","l10n_br_cnae_498"
"l10n_br_cnae_500","18.13-0","Impressão de materiais para outros usos","2.0","l10n_br_cnae_494"
"l10n_br_cnae_501","1813-0/01","Impressão de material para uso publicitário","2.0","l10n_br_cnae_500"
"l10n_br_cnae_502","1813-0/99","Impressão de material para outros usos","2.0","l10n_br_cnae_501"
"l10n_br_cnae_503","18.2","Serviços de pré-impressão e acabamentos gráficos","2.0","l10n_br_cnae_493"
"l10n_br_cnae_504","18.21-1","Serviços de pré-impressão","2.0","l10n_br_cnae_503"
"l10n_br_cnae_505","1821-1/00","Serviços de pré-impressão","2.0","l10n_br_cnae_504"
"l10n_br_cnae_506","18.22-9","Serviços de acabamentos gráficos","2.0","l10n_br_cnae_503"
"l10n_br_cnae_507","1822-9/00","Serviços de acabamentos gráficos","2.0","l10n_br_cnae_506"
"l10n_br_cnae_508","18.3","Reprodução de materiais gravados em qualquer suporte","2.0","l10n_br_cnae_493"
"l10n_br_cnae_509","18.30-0","Reprodução de materiais gravados em qualquer suporte","2.0","l10n_br_cnae_508"
"l10n_br_cnae_510","1830-0/01","Reprodução de som em qualquer suporte","2.0","l10n_br_cnae_509"
"l10n_br_cnae_511","1830-0/02","Reprodução de vídeo em qualquer suporte","2.0","l10n_br_cnae_509"
"l10n_br_cnae_512","1830-0/03","Reprodução de software em qualquer suporte","2.0","l10n_br_cnae_509"
"l10n_br_cnae_513","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","2.0","l10n_br_cnae_248"
"l10n_br_cnae_514","19.1","Coquerias","2.0","l10n_br_cnae_513"
"l10n_br_cnae_515","19.10-1","Coquerias","2.0","l10n_br_cnae_514"
"l10n_br_cnae_516","1910-1/00","Coquerias","2.0","l10n_br_cnae_515"
"l10n_br_cnae_517","19.2","Fabricação de produtos derivados do petróleo","2.0","l10n_br_cnae_513"
"l10n_br_cnae_518","19.21-7","Fabricação de produtos do refino de petróleo","2.0","l10n_br_cnae_517"
"l10n_br_cnae_519","1921-7/00","Fabricação de produtos do refino de petróleo","2.0","l10n_br_cnae_518"
"l10n_br_cnae_520","19.22-5","Fabricação de produtos derivados do petróleo, exceto produtos do refino","2.0","l10n_br_cnae_517"
"l10n_br_cnae_521","1922-5/01","Formulação de combustíveis","2.0","l10n_br_cnae_520"
"l10n_br_cnae_522","1922-5/02","Rerrefino de óleos lubrificantes","2.0","l10n_br_cnae_520"
"l10n_br_cnae_523","1922-5/99","Fabricação de outros produtos derivados do petróleo, exceto produtos do refino","2.0","l10n_br_cnae_520"
"l10n_br_cnae_524","19.3","Fabricação de biocombustíveis","2.0","l10n_br_cnae_513"
"l10n_br_cnae_525","19.31-4","Fabricação de álcool","2.0","l10n_br_cnae_524"
"l10n_br_cnae_526","1931-4/00","Fabricação de álcool","2.0","l10n_br_cnae_525"
"l10n_br_cnae_527","19.32-2","Fabricação de biocombustíveis, exceto álcool","2.0","l10n_br_cnae_524"
"l10n_br_cnae_528","1932-2/00","Fabricação de biocombustíveis, exceto álcool","2.0","l10n_br_cnae_527"
"l10n_br_cnae_529","20","Fabricação de produtos químicos","2.0","l10n_br_cnae_248"
"l10n_br_cnae_530","20.1","Fabricação de produtos químicos inorgânicos","2.0","l10n_br_cnae_529"
"l10n_br_cnae_531","20.11-8","Fabricação de cloro e álcalis","2.0","l10n_br_cnae_530"
"l10n_br_cnae_532","2011-8/00","Fabricação de cloro e álcalis","2.0","l10n_br_cnae_531"
"l10n_br_cnae_533","20.12-6","Fabricação de intermediários para fertilizantes","2.0","l10n_br_cnae_530"
"l10n_br_cnae_534","2012-6/00","Fabricação de intermediários para fertilizantes","2.0","l10n_br_cnae_533"
"l10n_br_cnae_535","20.13-4","Fabricação de adubos e fertilizantes","2.0","l10n_br_cnae_530"
"l10n_br_cnae_536","2013-4/00","Fabricação de adubos e fertilizantes","2.0","l10n_br_cnae_535"
"l10n_br_cnae_537","20.14-2","Fabricação de gases industriais","2.0","l10n_br_cnae_530"
"l10n_br_cnae_538","2014-2/00","Fabricação de gases industriais","2.0","l10n_br_cnae_537"
"l10n_br_cnae_539","20.19-3","Fabricação de produtos químicos inorgânicos não especificados anteriormente","2.0","l10n_br_cnae_530"
"l10n_br_cnae_540","2019-3/01","Elaboração de combustíveis nucleares","2.0","l10n_br_cnae_539"
"l10n_br_cnae_541","2019-3/99","Fabricação de outros produtos químicos inorgânicos não especificados anteriormente","2.0","l10n_br_cnae_539"
"l10n_br_cnae_542","20.2","Fabricação de produtos químicos orgânicos","2.0","l10n_br_cnae_529"
"l10n_br_cnae_543","20.21-5","Fabricação de produtos petroquímicos básicos","2.0","l10n_br_cnae_542"
"l10n_br_cnae_544","2021-5/00","Fabricação de produtos petroquímicos básicos","2.0","l10n_br_cnae_543"
"l10n_br_cnae_545","20.22-3","Fabricação de intermediários para plastificantes, resinas e fibras","2.0","l10n_br_cnae_542"
"l10n_br_cnae_546","2022-3/00","Fabricação de intermediários para plastificantes, resinas e fibras","2.0","l10n_br_cnae_545"
"l10n_br_cnae_547","20.29-1","Fabricação de produtos químicos orgânicos não especificados anteriormente","2.0","l10n_br_cnae_542"
"l10n_br_cnae_548","2029-1/00","Fabricação de produtos químicos orgânicos não especificados anteriormente","2.0","l10n_br_cnae_547"
"l10n_br_cnae_549","20.3","Fabricação de resinas e elastômeros","2.0","l10n_br_cnae_529"
"l10n_br_cnae_550","20.31-2","Fabricação de resinas termoplásticas","2.0","l10n_br_cnae_549"
"l10n_br_cnae_551","2031-2/00","Fabricação de resinas termoplásticas","2.0","l10n_br_cnae_550"
"l10n_br_cnae_552","20.32-1","Fabricação de resinas termofixas","2.0","l10n_br_cnae_549"
"l10n_br_cnae_553","2032-1/00","Fabricação de resinas termofixas","2.0","l10n_br_cnae_552"
"l10n_br_cnae_554","20.33-9","Fabricação de elastômeros","2.0","l10n_br_cnae_549"
"l10n_br_cnae_555","2033-9/00","Fabricação de elastômeros","2.0","l10n_br_cnae_554"
"l10n_br_cnae_556","20.4","Fabricação de fibras artificiais e sintéticas","2.0","l10n_br_cnae_529"
"l10n_br_cnae_557","20.40-1","Fabricação de fibras artificiais e sintéticas","2.0","l10n_br_cnae_556"
"l10n_br_cnae_558","2040-1/00","Fabricação de fibras artificiais e sintéticas","2.0","l10n_br_cnae_557"
"l10n_br_cnae_559","20.5","Fabricação de defensivos agrícolas e desinfestantes domissanitários","2.0","l10n_br_cnae_529"
"l10n_br_cnae_560","20.51-7","Fabricação de defensivos agrícolas","2.0","l10n_br_cnae_559"
"l10n_br_cnae_561","2051-7/00","Fabricação de defensivos agrícolas","2.0","l10n_br_cnae_560"
"l10n_br_cnae_562","20.52-5","Fabricação de desinfestantes domissanitários","2.0","l10n_br_cnae_559"
"l10n_br_cnae_563","2052-5/00","Fabricação de desinfestantes domissanitários","2.0","l10n_br_cnae_562"
"l10n_br_cnae_564","20.6","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","2.0","l10n_br_cnae_529"
"l10n_br_cnae_565","20.61-4","Fabricação de sabões e detergentes sintéticos","2.0","l10n_br_cnae_564"
"l10n_br_cnae_566","2061-4/00","Fabricação de sabões e detergentes sintéticos","2.0","l10n_br_cnae_565"
"l10n_br_cnae_567","20.62-2","Fabricação de produtos de limpeza e polimento","2.0","l10n_br_cnae_564"
"l10n_br_cnae_568","2062-2/00","Fabricação de produtos de limpeza e polimento","2.0","l10n_br_cnae_567"
"l10n_br_cnae_569","20.63-1","Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","2.0","l10n_br_cnae_564"
"l10n_br_cnae_570","2063-1/00","Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","2.0","l10n_br_cnae_569"
"l10n_br_cnae_571","20.7","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","2.0","l10n_br_cnae_529"
"l10n_br_cnae_572","20.71-1","Fabricação de tintas, vernizes, esmaltes e lacas","2.0","l10n_br_cnae_571"
"l10n_br_cnae_573","2071-1/00","Fabricação de tintas, vernizes, esmaltes e lacas","2.0","l10n_br_cnae_572"
"l10n_br_cnae_574","20.72-0","Fabricação de tintas de impressão","2.0","l10n_br_cnae_571"
"l10n_br_cnae_575","2072-0/00","Fabricação de tintas de impressão","2.0","l10n_br_cnae_574"
"l10n_br_cnae_576","20.73-8","Fabricação de impermeabilizantes, solventes e produtos afins","2.0","l10n_br_cnae_571"
"l10n_br_cnae_577","2073-8/00","Fabricação de impermeabilizantes, solventes e produtos afins","2.0","l10n_br_cnae_576"
"l10n_br_cnae_578","20.9","Fabricação de produtos e preparados químicos diversos","2.0","l10n_br_cnae_529"
"l10n_br_cnae_579","20.91-6","Fabricação de adesivos e selantes","2.0","l10n_br_cnae_578"
"l10n_br_cnae_580","2091-6/00","Fabricação de adesivos e selantes","2.0","l10n_br_cnae_579"
"l10n_br_cnae_581","20.92-4","Fabricação de explosivos","2.0","l10n_br_cnae_578"
"l10n_br_cnae_582","2092-4/01","Fabricação de pólvoras, explosivos e detonantes","2.0","l10n_br_cnae_581"
"l10n_br_cnae_583","2092-4/02","Fabricação de artigos pirotécnicos","2.0","l10n_br_cnae_581"
"l10n_br_cnae_584","2092-4/03","Fabricação de fósforos de segurança","2.0","l10n_br_cnae_581"
"l10n_br_cnae_585","20.93-2","Fabricação de aditivos de uso industrial","2.0","l10n_br_cnae_578"
"l10n_br_cnae_586","2093-2/00","Fabricação de aditivos de uso industrial","2.0","l10n_br_cnae_585"
"l10n_br_cnae_587","20.94-1","Fabricação de catalisadores","2.0","l10n_br_cnae_578"
"l10n_br_cnae_588","2094-1/00","Fabricação de catalisadores","2.0","l10n_br_cnae_587"
"l10n_br_cnae_589","20.99-1","Fabricação de produtos químicos não especificados anteriormente","2.0","l10n_br_cnae_578"
"l10n_br_cnae_590","2099-1/01","Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia","2.0","l10n_br_cnae_589"
"l10n_br_cnae_591","2099-1/99","Fabricação de outros produtos químicos não especificados anteriormente","2.0","l10n_br_cnae_589"
"l10n_br_cnae_592","21","Fabricação de produtos farmoquímicos e farmacêuticos","2.0","l10n_br_cnae_248"
"l10n_br_cnae_593","21.1","Fabricação de produtos farmoquímicos","2.0","l10n_br_cnae_592"
"l10n_br_cnae_594","21.10-6","Fabricação de produtos farmoquímicos","2.0","l10n_br_cnae_593"
"l10n_br_cnae_595","2110-6/00","Fabricação de produtos farmoquímicos","2.0","l10n_br_cnae_594"
"l10n_br_cnae_596","21.2","Fabricação de produtos farmacêuticos","2.0","l10n_br_cnae_592"
"l10n_br_cnae_597","21.21-1","Fabricação de medicamentos para uso humano","2.0","l10n_br_cnae_596"
"l10n_br_cnae_598","2121-1/01","Fabricação de medicamentos alopáticos para uso humano","2.0","l10n_br_cnae_597"
"l10n_br_cnae_599","2121-1/02","Fabricação de medicamentos homeopáticos para uso humano","2.0","l10n_br_cnae_597"
"l10n_br_cnae_600","2121-1/03","Fabricação de medicamentos fitoterápicos para uso humano","2.0","l10n_br_cnae_597"
"l10n_br_cnae_601","21.22-0","Fabricação de medicamentos para uso veterinário","2.0","l10n_br_cnae_597"
"l10n_br_cnae_602","2122-0/00","Fabricação de medicamentos para uso veterinário","2.0","l10n_br_cnae_601"
"l10n_br_cnae_603","21.23-8","Fabricação de preparações farmacêuticas","2.0","l10n_br_cnae_597"
"l10n_br_cnae_604","2123-8/00","Fabricação de preparações farmacêuticas","2.0","l10n_br_cnae_603"
"l10n_br_cnae_605","22","Fabricação de produtos de borracha e de material plástico","2.0","l10n_br_cnae_248"
"l10n_br_cnae_606","22.1","Fabricação de produtos de borracha","2.0","l10n_br_cnae_605"
"l10n_br_cnae_607","22.11-1","Fabricação de pneumáticos e de câmaras-de-ar","2.0","l10n_br_cnae_606"
"l10n_br_cnae_608","2211-1/00","Fabricação de pneumáticos e de câmaras-de-ar","2.0","l10n_br_cnae_607"
"l10n_br_cnae_609","22.12-9","Reforma de pneumáticos usados","2.0","l10n_br_cnae_606"
"l10n_br_cnae_610","2212-9/00","Reforma de pneumáticos usados","2.0","l10n_br_cnae_609"
"l10n_br_cnae_611","22.19-6","Fabricação de artefatos de borracha não especificados anteriormente","2.0","l10n_br_cnae_606"
"l10n_br_cnae_612","2219-6/00","Fabricação de artefatos de borracha não especificados anteriormente","2.0","l10n_br_cnae_611"
"l10n_br_cnae_613","22.2","Fabricação de produtos de material plástico","2.0","l10n_br_cnae_605"
"l10n_br_cnae_614","22.21-8","Fabricação de laminados planos e tubulares de material plástico","2.0","l10n_br_cnae_613"
"l10n_br_cnae_615","2221-8/00","Fabricação de laminados planos e tubulares de material plástico","2.0","l10n_br_cnae_614"
"l10n_br_cnae_616","22.22-6","Fabricação de embalagens de material plástico","2.0","l10n_br_cnae_614"
"l10n_br_cnae_617","2222-6/00","Fabricação de embalagens de material plástico","2.0","l10n_br_cnae_616"
"l10n_br_cnae_618","22.23-4","Fabricação de tubos e acessórios de material plástico para uso na construção","2.0","l10n_br_cnae_614"
"l10n_br_cnae_619","2223-4/00","Fabricação de tubos e acessórios de material plástico para uso na construção","2.0","l10n_br_cnae_618"
"l10n_br_cnae_620","22.29-3","Fabricação de artefatos de material plástico não especificados anteriormente","2.0","l10n_br_cnae_614"
"l10n_br_cnae_621","2229-3/01","Fabricação de artefatos de material plástico para uso pessoal e doméstico","2.0","l10n_br_cnae_620"
"l10n_br_cnae_622","2229-3/02","Fabricação de artefatos de material plástico para usos industriais","2.0","l10n_br_cnae_620"
"l10n_br_cnae_623","2229-3/03","Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios","2.0","l10n_br_cnae_620"
"l10n_br_cnae_624","2229-3/99","Fabricação de artefatos de material plástico para outros usos não especificados anteriormente","2.0","l10n_br_cnae_620"
"l10n_br_cnae_625","23","Fabricação de produtos de minerais não-metálicos","2.0","l10n_br_cnae_248"
"l10n_br_cnae_626","23.1","Fabricação de vidro e de produtos do vidro","2.0","l10n_br_cnae_625"
"l10n_br_cnae_627","23.11-7","Fabricação de vidro plano e de segurança","2.0","l10n_br_cnae_626"
"l10n_br_cnae_628","2311-7/00","Fabricação de vidro plano e de segurança","2.0","l10n_br_cnae_627"
"l10n_br_cnae_629","23.12-5","Fabricação de embalagens de vidro","2.0","l10n_br_cnae_626"
"l10n_br_cnae_630","2312-5/00","Fabricação de embalagens de vidro","2.0","l10n_br_cnae_629"
"l10n_br_cnae_631","23.19-2","Fabricação de artigos de vidro","2.0","l10n_br_cnae_626"
"l10n_br_cnae_632","2319-2/00","Fabricação de artigos de vidro","2.0","l10n_br_cnae_631"
"l10n_br_cnae_633","23.2","Fabricação de cimento","2.0","l10n_br_cnae_625"
"l10n_br_cnae_634","23.20-6","Fabricação de cimento","2.0","l10n_br_cnae_633"
"l10n_br_cnae_635","2320-6/00","Fabricação de cimento","2.0","l10n_br_cnae_634"
"l10n_br_cnae_636","23.3","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2.0","l10n_br_cnae_625"
"l10n_br_cnae_637","23.30-3","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2.0","l10n_br_cnae_636"
"l10n_br_cnae_638","2330-3/01","Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda","2.0","l10n_br_cnae_637"
"l10n_br_cnae_639","2330-3/02","Fabricação de artefatos de cimento para uso na construção","2.0","l10n_br_cnae_637"
"l10n_br_cnae_640","2330-3/03","Fabricação de artefatos de fibrocimento para uso na construção","2.0","l10n_br_cnae_637"
"l10n_br_cnae_641","2330-3/04","Fabricação de casas pré-moldadas de concreto","2.0","l10n_br_cnae_637"
"l10n_br_cnae_642","2330-3/05","Preparação de massa de concreto e argamassa para construção","2.0","l10n_br_cnae_637"
"l10n_br_cnae_643","2330-3/99","Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2.0","l10n_br_cnae_637"
"l10n_br_cnae_644","23.4","Fabricação de produtos cerâmicos","2.0","l10n_br_cnae_625"
"l10n_br_cnae_645","23.41-9","Fabricação de produtos cerâmicos refratários","2.0","l10n_br_cnae_644"
"l10n_br_cnae_646","2341-9/00","Fabricação de produtos cerâmicos refratários","2.0","l10n_br_cnae_645"
"l10n_br_cnae_647","23.42-7","Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção","2.0","l10n_br_cnae_644"
"l10n_br_cnae_648","2342-7/01","Fabricação de azulejos e pisos","2.0","l10n_br_cnae_647"
"l10n_br_cnae_649","2342-7/02","Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos","2.0","l10n_br_cnae_647"
"l10n_br_cnae_650","23.49-4","Fabricação de produtos cerâmicos não-refratários não especificados anteriormente","2.0","l10n_br_cnae_644"
"l10n_br_cnae_651","2349-4/01","Fabricação de material sanitário de cerâmica","2.0","l10n_br_cnae_650"
"l10n_br_cnae_652","2349-4/99","Fabricação de produtos cerâmicos não-refratários não especificados anteriormente","2.0","l10n_br_cnae_650"
"l10n_br_cnae_653","23.9","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","2.0","l10n_br_cnae_625"
"l10n_br_cnae_654","23.91-5","Aparelhamento e outros trabalhos em pedras","2.0","l10n_br_cnae_653"
"l10n_br_cnae_655","2391-5/01","Britamento de pedras, exceto associado à extração","2.0","l10n_br_cnae_654"
"l10n_br_cnae_656","2391-5/02","Aparelhamento de pedras para construção, exceto associado à extração","2.0","l10n_br_cnae_654"
"l10n_br_cnae_657","2391-5/03","Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras","2.0","l10n_br_cnae_654"
"l10n_br_cnae_658","23.92-3","Fabricação de cal e gesso","2.0","l10n_br_cnae_653"
"l10n_br_cnae_659","2392-3/00","Fabricação de cal e gesso","2.0","l10n_br_cnae_658"
"l10n_br_cnae_660","23.99-1","Fabricação de produtos de minerais não-metálicos não especificados anteriormente","2.0","l10n_br_cnae_653"
"l10n_br_cnae_661","2399-1/01","Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal","2.0","l10n_br_cnae_660"
"l10n_br_cnae_662","2399-1/99","Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente","2.0","l10n_br_cnae_660"
"l10n_br_cnae_663","24","Metalurgia","2.0","l10n_br_cnae_248"
"l10n_br_cnae_664","24.1","Produção de ferro-gusa e de ferroligas","2.0","l10n_br_cnae_663"
"l10n_br_cnae_665","24.11-3","Produção de ferro-gusa","2.0","l10n_br_cnae_664"
"l10n_br_cnae_666","2411-3/00","Produção de ferro-gusa","2.0","l10n_br_cnae_665"
"l10n_br_cnae_667","24.12-1","Produção de ferroligas","2.0","l10n_br_cnae_664"
"l10n_br_cnae_668","2412-1/00","Produção de ferroligas","2.0","l10n_br_cnae_667"
"l10n_br_cnae_669","24.2","Siderurgia","2.0","l10n_br_cnae_663"
"l10n_br_cnae_670","24.21-1","Produção de semi-acabados de aço","2.0","l10n_br_cnae_669"
"l10n_br_cnae_671","2421-1/00","Produção de semi-acabados de aço","2.0","l10n_br_cnae_670"
"l10n_br_cnae_672","24.22-9","Produção de laminados planos de aço","2.0","l10n_br_cnae_669"
"l10n_br_cnae_673","2422-9/01","Produção de laminados planos de aço ao carbono, revestidos ou não","2.0","l10n_br_cnae_672"
"l10n_br_cnae_674","2422-9/02","Produção de laminados planos de aços especiais","2.0","l10n_br_cnae_672"
"l10n_br_cnae_675","24.23-7","Produção de laminados longos de aço","2.0","l10n_br_cnae_669"
"l10n_br_cnae_676","2423-7/01","Produção de tubos de aço sem costura","2.0","l10n_br_cnae_675"
"l10n_br_cnae_677","2423-7/02","Produção de laminados longos de aço, exceto tubos","2.0","l10n_br_cnae_675"
"l10n_br_cnae_678","24.24-5","Produção de relaminados, trefilados e perfilados de aço","2.0","l10n_br_cnae_669"
"l10n_br_cnae_679","2424-5/01","Produção de arames de aço","2.0","l10n_br_cnae_678"
"l10n_br_cnae_680","2424-5/02","Produção de relaminados, trefilados e perfilados de aço, exceto arames","2.0","l10n_br_cnae_678"
"l10n_br_cnae_681","24.3","Produção de tubos de aço, exceto tubos sem costura","2.0","l10n_br_cnae_663"
"l10n_br_cnae_682","24.31-8","Produção de tubos de aço com costura","2.0","l10n_br_cnae_681"
"l10n_br_cnae_683","2431-8/00","Produção de tubos de aço com costura","2.0","l10n_br_cnae_682"
"l10n_br_cnae_684","24.39-3","Produção de outros tubos de ferro e aço","2.0","l10n_br_cnae_681"
"l10n_br_cnae_685","2439-3/00","Produção de outros tubos de ferro e aço","2.0","l10n_br_cnae_684"
"l10n_br_cnae_686","24.4","Metalurgia dos metais não-ferrosos","2.0","l10n_br_cnae_663"
"l10n_br_cnae_687","24.41-5","Metalurgia do alumínio e suas ligas","2.0","l10n_br_cnae_686"
"l10n_br_cnae_688","2441-5/01","Produção de alumínio e suas ligas em formas primárias","2.0","l10n_br_cnae_687"
"l10n_br_cnae_689","2441-5/02","Produção de laminados de alumínio","2.0","l10n_br_cnae_687"
"l10n_br_cnae_690","24.42-3","Metalurgia dos metais preciosos","2.0","l10n_br_cnae_686"
"l10n_br_cnae_691","2442-3/00","Metalurgia dos metais preciosos","2.0","l10n_br_cnae_690"
"l10n_br_cnae_692","24.43-1","Metalurgia do cobre","2.0","l10n_br_cnae_686"
"l10n_br_cnae_693","2443-1/00","Metalurgia do cobre","2.0","l10n_br_cnae_692"
"l10n_br_cnae_694","24.49-1","Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente","2.0","l10n_br_cnae_686"
"l10n_br_cnae_695","2449-1/01","Produção de zinco em formas primárias","2.0","l10n_br_cnae_694"
"l10n_br_cnae_696","2449-1/02","Produção de laminados de zinco","2.0","l10n_br_cnae_694"
"l10n_br_cnae_697","2449-1/03","Produção de soldas e ânodos para galvanoplastia","2.0","l10n_br_cnae_694"
"l10n_br_cnae_698","2449-1/99","Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente","2.0","l10n_br_cnae_694"
"l10n_br_cnae_699","24.5","Fundição","2.0","l10n_br_cnae_663"
"l10n_br_cnae_700","24.51-2","Fundição de ferro e aço","2.0","l10n_br_cnae_699"
"l10n_br_cnae_701","2451-2/00","Fundição de ferro e aço","2.0","l10n_br_cnae_700"
"l10n_br_cnae_702","24.52-1","Fundição de metais não-ferrosos e suas ligas","2.0","l10n_br_cnae_699"
"l10n_br_cnae_703","2452-1/00","Fundição de metais não-ferrosos e suas ligas","2.0","l10n_br_cnae_702"
"l10n_br_cnae_704","25","Fabricação de produtos de metal, exceto máquinas e equipamentos","2.0","l10n_br_cnae_248"
"l10n_br_cnae_705","25.1","Fabricação de estruturas metálicas e obras de caldeiraria pesada","2.0","l10n_br_cnae_704"
"l10n_br_cnae_706","25.11-0","Fabricação de estruturas metálicas","2.0","l10n_br_cnae_705"
"l10n_br_cnae_707","2511-0/00","Fabricação de estruturas metálicas","2.0","l10n_br_cnae_706"
"l10n_br_cnae_708","25.12-8","Fabricação de esquadrias de metal","2.0","l10n_br_cnae_705"
"l10n_br_cnae_709","2512-8/00","Fabricação de esquadrias de metal","2.0","l10n_br_cnae_708"
"l10n_br_cnae_710","25.13-6","Fabricação de obras de caldeiraria pesada","2.0","l10n_br_cnae_705"
"l10n_br_cnae_711","2513-6/00","Fabricação de obras de caldeiraria pesada","2.0","l10n_br_cnae_710"
"l10n_br_cnae_712","25.2","Fabricação de tanques, reservatórios metálicos e caldeiras","2.0","l10n_br_cnae_704"
"l10n_br_cnae_713","25.21-7","Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central","2.0","l10n_br_cnae_712"
"l10n_br_cnae_714","2521-7/00","Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central","2.0","l10n_br_cnae_713"
"l10n_br_cnae_715","25.22.5","Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos","2.0","l10n_br_cnae_712"
"l10n_br_cnae_716","2522-5/00","Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos","2.0","l10n_br_cnae_715"
"l10n_br_cnae_717","25.3","Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais","2.0","l10n_br_cnae_704"
"l10n_br_cnae_718","25.31-4","Produção de forjados de aço e de metais não-ferrosos e suas ligas","2.0","l10n_br_cnae_717"
"l10n_br_cnae_719","2531-4/01","Produção de forjados de aço","2.0","l10n_br_cnae_718"
"l10n_br_cnae_720","2531-4/02","Produção de forjados de metais não-ferrosos e suas ligas","2.0","l10n_br_cnae_718"
"l10n_br_cnae_721","25.32-2","Produção de artefatos estampados de metal; metalurgia do pó","2.0","l10n_br_cnae_717"
"l10n_br_cnae_722","2532-2/01","Produção de artefatos estampados de metal","2.0","l10n_br_cnae_721"
"l10n_br_cnae_723","2532-2/02","Metalurgia do pó","2.0","l10n_br_cnae_721"
"l10n_br_cnae_724","25.39-0","Serviços de usinagem, solda, tratamento e revestimento em metais","2.0","l10n_br_cnae_717"
"l10n_br_cnae_725","2539-0/00","Serviços de usinagem, solda, tratamento e revestimento em metais","2.0","l10n_br_cnae_724"
"l10n_br_cnae_726","25.4","Fabricação de artigos de cutelaria, de serralheria e ferramentas","2.0","l10n_br_cnae_704"
"l10n_br_cnae_727","25.41-1","Fabricação de artigos de cutelaria","2.0","l10n_br_cnae_726"
"l10n_br_cnae_728","2541-1/00","Fabricação de artigos de cutelaria","2.0","l10n_br_cnae_727"
"l10n_br_cnae_729","25.42-0","Fabricação de artigos de serralheria, exceto esquadrias","2.0","l10n_br_cnae_726"
"l10n_br_cnae_730","2542-0/00","Fabricação de artigos de serralheria, exceto esquadrias","2.0","l10n_br_cnae_729"
"l10n_br_cnae_731","25.43-8","Fabricação de ferramentas","2.0","l10n_br_cnae_726"
"l10n_br_cnae_732","2543-8/00","Fabricação de ferramentas","2.0","l10n_br_cnae_731"
"l10n_br_cnae_733","25.5","Fabricação de equipamento bélico pesado, armas de fogo e munições","2.0","l10n_br_cnae_704"
