"id","code","name","small_name","description","type","parent_id:id","internal_type","id_dest"
"cfop_1932","1932","Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador","Aquisição de serviço de transporte iniciado em unidade da Fe","Classificam-se neste código as aquisições de serviços de transporte que tenham sido iniciados em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.","input","cfop_1900","normal",1
"cfop_1933","1933","Aquisição de serviço tributado pelo ISSQN","Aquisição de serviço tributado pelo ISSQN","Classificam-se neste código as aquisições de serviços, de competência municipal, desde que informados em Nota Fiscal modelo 1 ou 1-A.","input","cfop_1900","normal",1
"cfop_1934","1934","Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral","Entrada simbólica de mercadoria recebida para depósito","Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral","input","cfop_1900","normal",1
"cfop_1949","1949","Outra entrada de mercadoria ou prestação de serviço não especificada","Outra entrada de mercadoria ou prestação de serviço não espe","Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificadas nos códigos anteriores.","input","cfop_1900","normal",1
"cfop_2000","2000","ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DE OUTROS ESTADOS","ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DE OUTROS ESTADOS",,"input",,"view",2
"cfop_2100","2100","COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS","COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇ",,"input","cfop_2000","view",2
"cfop_2101","2101","Compra para industrialização ou produção rural","Compra para industrialização ou produção rural","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural. Também serão classificadas neste código as entradas de mercadorias em estabelecimento industrial ou produtor rural de cooperativa recebidas de seus cooperados ou de estabelecimento de outra cooperativa.","input","cfop_2100","normal",2
"cfop_2102","2102","Compra para comercialização","Compra para comercialização","Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa recebidas de seus cooperados ou de estabelecimento de outra cooperativa.","input","cfop_2100","normal",2
"cfop_2111","2111","Compra para industrialização de mercadoria recebida anteriormente em consignação industrial","Compra para industrialização de mercadoria recebida anterior","Classificam-se neste código as compras efetivas de mercadorias a serem utilizadas em processo de industrialização, recebidas anteriormente a título de consignação industrial.","input","cfop_2100","normal",2
"cfop_2113","2113","Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil","Compra para comercialização, de mercadoria recebida anterior","Classificam-se neste código as compras efetivas de mercadorias recebidas anteriormente a título de consignação mercantil.","input","cfop_2100","normal",2
"cfop_2116","2116","Compra para industrialização ou produção rural originada de encomenda para recebimento futuro","Compra para industrialização ou produção rural originada de ","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código 2.922  Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.","input","cfop_2100","normal",2
"cfop_2117","2117","Compra para comercialização originada de encomenda para recebimento futuro","Compra para comercialização originada de encomenda para rece","Classificam-se neste código as compras de mercadorias a serem comercializadas, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código 2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.","input","cfop_2100","normal",2
"cfop_2118","2118","Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem","Compra de mercadoria para comercialização pelo adquirente or","Classificam-se neste código as compras de mercadorias já comercializadas, que, sem transitar pelo estabelecimento do adquirente originário, sejam entregues pelo vendedor remetente diretamente ao destinatário, em operação de venda à ordem, cuja venda seja classificada, pelo adquirente originário, no código 6.120 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem.","input","cfop_2100","normal",2
"cfop_2120","2120","Compra para industrialização, em venda à ordem, já recebida do vendedor remetente","Compra para industrialização, em venda à ordem, já recebida ","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, em vendas à ordem, já recebidas do vendedor remetente, por ordem do adquirente originário.","input","cfop_2100","normal",2
"cfop_2121","2121","Compra para comercialização, em venda à ordem, já recebida do vendedor remetente","Compra para comercialização, em venda à ordem, já recebida d","Classificam-se neste código as compras de mercadorias a serem comercializadas, em vendas à ordem, já recebidas do vendedor remetente por ordem do adquirente originário.","input","cfop_2100","normal",2
"cfop_2122","2122","Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente","Compra para industrialização em que a mercadoria foi remetid","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, remetidas pelo fornecedor para o industrializador sem que a mercadoria tenha transitado pelo estabelecimento do adquirente.","input","cfop_2100","normal",2
"cfop_2124","2124","Industrialização efetuada por outra empresa","Industrialização efetuada por outra empresa","Classificam-se neste código as entradas de mercadorias industrializadas por terceiros, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial. Quando a industrialização efetuada se referir a bens do ativo imobilizado ou de mercadorias para uso ou consumo do estabelecimento encomendante, a entrada deverá ser classificada nos códigos 2.551 - Compra de bem para o ativo imobilizado ou 2.556 - Compra de material para uso ou consumo.","input","cfop_2100","normal",2
"cfop_2125","2125","Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria","Industrialização efetuada por outra empresa quando a mercado","Classificam-se neste código as entradas de mercadorias industrializadas por outras empresas, em que as mercadorias remetidas para utilização no processo de industrialização não transitaram pelo estabelecimento do adquirente das mercadorias, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial. Quando a industrialização efetuada se referir a bens do ativo imobilizado ou de mercadorias para uso ou consumo do estabelecimento encomendante, a entrada deverá ser classificada nos códigos 2.551 - Compra de bem para o ativo imobilizado ou 2.556 - Compra de material para uso ou consumo.","input","cfop_2100","normal",2
"cfop_2126","2126","Compra para utilização na prestação de serviço","Compra para utilização na prestação de serviço","Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços.","input","cfop_2100","normal",2
"cfop_2128","2128","Compra para utilização na prestação de serviço sujeita ao ISSQN","Compra para utilização na prestação de serviço sujeita ao ISSQN","Compra para utilização na prestação de serviço sujeita ao ISSQN","input","cfop_2100","normal",2
"cfop_2150","2150","TRANSFERÊNCIAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS","TRANSFERÊNCIAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERC",,"input","cfop_2000","view",2
"cfop_2151","2151","Transferência para industrialização ou produção rural","Transferência para industrialização ou produção rural","Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas em processo de industrialização ou produção rural.","input","cfop_2150","normal",2
"cfop_2152","2152","Transferência para comercialização","Transferência para comercialização","Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.","input","cfop_2150","normal",2
"cfop_2153","2153","Transferência de energia elétrica para distribuição","Transferência de energia elétrica para distribuição","Classificam-se neste código as entradas de energia elétrica recebida em transferência de outro estabelecimento da mesma empresa, para distribuição.","input","cfop_2150","normal",2
"cfop_2154","2154","Transferência para utilização na prestação de serviço","Transferência para utilização na prestação de serviço","Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas nas prestações de serviços.","input","cfop_2150","normal",2
"cfop_2200","2200","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU AN",,"input","cfop_2000","view",2
"cfop_2201","2201","Devolução de venda de produção do estabelecimento","Devolução de venda de produção do estabelecimento","Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como 6.101 - Venda de produção do estabelecimento.","input","cfop_2200","normal",2
"cfop_2202","2202","Devolução de venda de mercadoria adquirida ou recebida de terceiros","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros.","input","cfop_2200","normal",2
"cfop_2203","2203","Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Devolução de venda de produção do estabelecimento, destinada","Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas foram classificadas no código 6.109 - Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.","input","cfop_2200","normal",2
"cfop_2204","2204","Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas foram classificadas no código 6.110 - Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.","input","cfop_2200","normal",2
"cfop_2205","2205","Anulação de valor relativo à prestação de serviço de comunicação","Anulação de valor relativo à prestação de serviço de comunic","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.","input","cfop_2200","normal",2
"cfop_2206","2206","Anulação de valor relativo à prestação de serviço de transporte","Anulação de valor relativo à prestação de serviço de transpo","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.","input","cfop_2200","normal",2
"cfop_2207","2207","Anulação de valor relativo à venda de energia elétrica","Anulação de valor relativo à venda de energia elétrica","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.","input","cfop_2200","normal",2
"cfop_2208","2208","Devolução de produção do estabelecimento, remetida em transferência","Devolução de produção do estabelecimento, remetida em transf","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, transferidos para outros estabelecimentos da mesma empresa.","input","cfop_2200","normal",2
"cfop_2209","2209","Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência","Devolução de mercadoria adquirida ou recebida de terceiros, ","Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros, transferidas para outros estabelecimentos da mesma empresa.","input","cfop_2200","normal",2
"cfop_2212","2212","Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped)","Devolução de venda (Recof-Sped)","Classificam-se neste código as devoluções de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped).","input","cfop_2200","normal",2
"cfop_2250","2250","COMPRAS DE ENERGIA ELÉTRICA","COMPRAS DE ENERGIA ELÉTRICA",,"input","cfop_2000","view",2
"cfop_2251","2251","Compra de energia elétrica para distribuição ou comercialização","Compra de energia elétrica para distribuição ou comercializa","Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.","input","cfop_2250","normal",2
"cfop_2252","2252","Compra de energia elétrica por estabelecimento industrial","Compra de energia elétrica por estabelecimento industrial","Classificam-se neste código as compras de energia elétrica utilizada no processo de industrialização. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento industrial de cooperativa.","input","cfop_2250","normal",2
"cfop_2253","2253","Compra de energia elétrica por estabelecimento comercial","Compra de energia elétrica por estabelecimento comercial","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento comercial. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento comercial de cooperativa.","input","cfop_2250","normal",2
"cfop_2254","2254","Compra de energia elétrica por estabelecimento prestador de serviço de transporte","Compra de energia elétrica por estabelecimento prestador de ","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de transporte.","input","cfop_2250","normal",2
"cfop_2255","2255","Compra de energia elétrica por estabelecimento prestador de serviço de comunicação","Compra de energia elétrica por estabelecimento prestador de ","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de comunicação.","input","cfop_2250","normal",2
"cfop_2256","2256","Compra de energia elétrica por estabelecimento de produtor rural","Compra de energia elétrica por estabelecimento de produtor r","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento de produtor rural.","input","cfop_2250","normal",2
"cfop_2257","2257","Compra de energia elétrica para consumo por demanda contratada","Compra de energia elétrica para consumo por demanda contrata","Classificam-se neste código as compras de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.","input","cfop_2250","normal",2
"cfop_2300","2300","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO",,"input","cfop_2000","view",2
"cfop_2301","2301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","Aquisição de serviço de comunicação para execução de serviço","Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.","input","cfop_2300","normal",2
"cfop_2302","2302","Aquisição de serviço de comunicação por estabelecimento industrial","Aquisição de serviço de comunicação por estabelecimento indu","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.","input","cfop_2300","normal",2
"cfop_2303","2303","Aquisição de serviço de comunicação por estabelecimento comercial","Aquisição de serviço de comunicação por estabelecimento come","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.","input","cfop_2300","normal",2
"cfop_2304","2304","Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte","Aquisição de serviço de comunicação por estabelecimento de p","Classificam-se neste código as aquisições de serviços de comunicação utilizado por estabelecimento prestador de serviço de transporte.","input","cfop_2300","normal",2
"cfop_2305","2305","Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de comunicação por estabelecimento de g","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_2300","normal",2
"cfop_2306","2306","Aquisição de serviço de comunicação por estabelecimento de produtor rural","Aquisição de serviço de comunicação por estabelecimento de p","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.","input","cfop_2300","normal",2
"cfop_2350","2350","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE",,"input","cfop_2000","view",2
"cfop_2351","2351","Aquisição de serviço de transporte para execução de serviço da mesma natureza","Aquisição de serviço de transporte para execução de serviço ","Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.","input","cfop_2350","normal",2
"cfop_2352","2352","Aquisição de serviço de transporte por estabelecimento industrial","Aquisição de serviço de transporte por estabelecimento indus","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.","input","cfop_2350","normal",2
"cfop_2353","2353","Aquisição de serviço de transporte por estabelecimento comercial","Aquisição de serviço de transporte por estabelecimento comer","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.","input","cfop_2350","normal",2
"cfop_2354","2354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","Aquisição de serviço de transporte por estabelecimento de pr","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.","input","cfop_2350","normal",2
"cfop_2355","2355"," Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica"," Aquisição de serviço de transporte por estabelecimento de g","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_2350","normal",2
"cfop_2356","2356"," Aquisição de serviço de transporte por estabelecimento de produtor rural"," Aquisição de serviço de transporte por estabelecimento de p","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.","input","cfop_2350","normal",2
"cfop_2400","2400","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO T",,"input","cfop_2000","view",2
"cfop_2401","2401","Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária","Compra para industrialização ou produção rural em operação c","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras por estabelecimento industrial ou produtor rural de cooperativa de mercadorias sujeitas ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2403","2403","Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Compra para comercialização em operação com mercadoria sujei","Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.","input","cfop_2400","normal",2
"cfop_2406","2406"," Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária"," Compra de bem para o ativo imobilizado cuja mercadoria está","Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2407","2407","Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária","Compra de mercadoria para uso ou consumo cuja mercadoria est","Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2408","2408","Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para industrialização ou produção rural em ope","Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem industrializadas ou consumidas na produção rural no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2409","2409","Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para comercialização em operação com mercadori","Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2410","2410","Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Devolução de venda de produção do estabelecimento em operaçã","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2411","2411","Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária.","input","cfop_2400","normal",2
"cfop_2414","2414","Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Retorno de produção do estabelecimento, remetida para venda ","Classificam-se neste código as entradas, em retorno, de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária, e não comercializadas.","input","cfop_2400","normal",2
"cfop_2415","2415","Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária","Retorno de mercadoria adquirida ou recebida de terceiros, re","Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.","input","cfop_2400","normal",2
"cfop_2500","2500","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU C",,"input","cfop_2000","view",2
"cfop_2501","2501","Entrada de mercadoria recebida com fim específico de exportação","Entrada de mercadoria recebida com fim específico de exporta","Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.","input","cfop_2500","normal",2
"cfop_2503","2503","Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento","Entrada decorrente de devolução de produto remetido com fim ","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.501  Remessa de produção do estabelecimento, com fim específico de exportação.","input","cfop_2500","normal",2
"cfop_2504","2504","Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros","Entrada decorrente de devolução de mercadoria remetida com f","Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros remetidas a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.","input","cfop_2500","normal",2
"cfop_2505","2505","Entrada decorrente de devolução simbólica de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento","Entrada decorrente de devolução simbólica de mercadorias rem","Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação, cujas saídas tenham sido classificadas no código 6.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.","input","cfop_2500","normal",2
"cfop_2506","2506","Entrada decorrente de devolução simbólica de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação","Entrada decorrente de devolução simbólica de mercadorias, ad","Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuadas pelo estabelecimento depositário, cujas saídas tenham sido classificadas no código 6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.","input","cfop_2500","normal",2
"cfop_2550","2550","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO",,"input","cfop_2000","view",2
"cfop_2551","2551","Compra de bem para o ativo imobilizado","Compra de bem para o ativo imobilizado","Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.","input","cfop_2550","normal",2
"cfop_2552","2552","Transferência de bem do ativo imobilizado","Transferência de bem do ativo imobilizado","Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_2550","normal",2
"cfop_2553","2553","Devolução de venda de bem do ativo imobilizado","Devolução de venda de bem do ativo imobilizado","Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 6.551 - Venda de bem do ativo imobilizado.","input","cfop_2550","normal",2
"cfop_2554","2554","Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento","Retorno de bem do ativo imobilizado remetido para uso fora d","Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 6.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.","input","cfop_2550","normal",2
"cfop_2555","2555","Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento","Entrada de bem do ativo imobilizado de terceiro, remetido pa","Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.","input","cfop_2550","normal",2
"cfop_2556","2556","Compra de material para uso ou consumo","Compra de material para uso ou consumo","Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.","input","cfop_2550","normal",2
"cfop_2557","2557","Transferência de material para uso ou consumo","Transferência de material para uso ou consumo","Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_2550","normal",2
"cfop_2600","2600","CRÉDITOS E RESSARCIMENTOS DE ICMS","CRÉDITOS E RESSARCIMENTOS DE ICMS",,"input","cfop_2000","view",2
"cfop_2603","2603","Ressarcimento de ICMS retido por substituição tributária","Ressarcimento de ICMS retido por substituição tributária","Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.","input","cfop_2600","normal",2
"cfop_2650","2650","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICANTES","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUB",,"input","cfop_2000","view",2
"cfop_2651","2651","Compra de combustível ou lubrificante para industrialização subseqüente","Compra de combustível ou lubrificante para industrialização ","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem utilizados em processo de industrialização do próprio produto.","input","cfop_2650","normal",2
"cfop_2652","2652","Compra de combustível ou lubrificante para comercialização","Compra de combustível ou lubrificante para comercialização","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem comercializados.","input","cfop_2650","normal",2
"cfop_2653","2653","Compra de combustível ou lubrificante por consumidor ou usuário final","Compra de combustível ou lubrificante por consumidor ou usuá","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviços ou por usuário final.","input","cfop_2650","normal",2
"cfop_2658","2658","Transferência de combustível e lubrificante para industrialização","Transferência de combustível e lubrificante para industriali","Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem utilizados em processo de industrialização do próprio produto.","input","cfop_2650","normal",2
"cfop_2659","2659","Transferência de combustível e lubrificante para comercialização","Transferência de combustível e lubrificante para comercializ","Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem comercializados.","input","cfop_2650","normal",2
"cfop_2660","2660","Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente","Devolução de venda de combustível ou lubrificante destinado ","Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustível ou lubrificante destinado à industrialização subseqüente.","input","cfop_2650","normal",2
