"id","code","name","small_name","description","type","parent_id:id","internal_type"
"cfop_163","2304","Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte","Aquisição de serviço de comunicação por estabelecimento de p","Classificam-se neste código as aquisições de serviços de comunicação utilizado por estabelecimento prestador de serviço de transporte.","input","cfop_159","normal"
"cfop_164","2305","Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de comunicação por estabelecimento de g","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_159","normal"
"cfop_165","2306","Aquisição de serviço de comunicação por estabelecimento de produtor rural","Aquisição de serviço de comunicação por estabelecimento de p","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.","input","cfop_159","normal"
"cfop_166","2350","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE",,"input","cfop_121","view"
"cfop_167","2351","Aquisição de serviço de transporte para execução de serviço da mesma natureza","Aquisição de serviço de transporte para execução de serviço ","Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.","input","cfop_166","normal"
"cfop_168","2352","Aquisição de serviço de transporte por estabelecimento industrial","Aquisição de serviço de transporte por estabelecimento indus","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.","input","cfop_166","normal"
"cfop_169","2353","Aquisição de serviço de transporte por estabelecimento comercial","Aquisição de serviço de transporte por estabelecimento comer","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.","input","cfop_166","normal"
"cfop_170","2354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","Aquisição de serviço de transporte por estabelecimento de pr","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.","input","cfop_166","normal"
"cfop_171","2355"," Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica"," Aquisição de serviço de transporte por estabelecimento de g","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_166","normal"
"cfop_172","2356"," Aquisição de serviço de transporte por estabelecimento de produtor rural"," Aquisição de serviço de transporte por estabelecimento de p","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.","input","cfop_166","normal"
"cfop_173","2400","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO T",,"input","cfop_121","view"
"cfop_174","2401","Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária","Compra para industrialização ou produção rural em operação c","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras por estabelecimento industrial ou produtor rural de cooperativa de mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_175","2403","Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Compra para comercialização em operação com mercadoria sujei","Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.","input","cfop_173","normal"
"cfop_176","2406"," Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária"," Compra de bem para o ativo imobilizado cuja mercadoria está","Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_177","2407","Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária","Compra de mercadoria para uso ou consumo cuja mercadoria est","Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_178","2408","Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para industrialização ou produção rural em ope","Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem industrializadas ou consumidas na produção rural no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_179","2409","Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para comercialização em operação com mercadori","Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_180","2410","Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Devolução de venda de produção do estabelecimento em operaçã","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_181","2411","Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária.","input","cfop_173","normal"
"cfop_182","2414","Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Retorno de produção do estabelecimento, remetida para venda ","Classificam-se neste código as entradas, em retorno, de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária, e não comercializadas.","input","cfop_173","normal"
"cfop_183","2415","Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária","Retorno de mercadoria adquirida ou recebida de terceiros, re","Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.","input","cfop_173","normal"
"cfop_184","2500","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU C",,"input","cfop_121","view"
"cfop_185","2501","Entrada de mercadoria recebida com fim específico de exportação","Entrada de mercadoria recebida com fim específico de exporta","Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.","input","cfop_184","normal"
"cfop_186","2503","Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento","Entrada decorrente de devolução de produto remetido com fim ","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.501  Remessa de produção do estabelecimento, com fim específico de exportação.","input","cfop_184","normal"
"cfop_187","2504","Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros","Entrada decorrente de devolução de mercadoria remetida com f","Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros remetidas a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.","input","cfop_184","normal"
"cfop_188","2505","Entrada decorrente de devolução simbólica de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento","Entrada decorrente de devolução simbólica de mercadorias rem","Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação, cujas saídas tenham sido classificadas no código 6.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.","input","cfop_184","normal"
"cfop_189","2506","Entrada decorrente de devolução simbólica de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação","Entrada decorrente de devolução simbólica de mercadorias, ad","Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuadas pelo estabelecimento depositário, cujas saídas tenham sido classificadas no código 6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.","input","cfop_184","normal"
"cfop_190","2550","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO",,"input","cfop_121","view"
"cfop_191","2551","Compra de bem para o ativo imobilizado","Compra de bem para o ativo imobilizado","Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.","input","cfop_190","normal"
"cfop_192","2552","Transferência de bem do ativo imobilizado","Transferência de bem do ativo imobilizado","Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_190","normal"
"cfop_193","2553","Devolução de venda de bem do ativo imobilizado","Devolução de venda de bem do ativo imobilizado","Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 6.551 - Venda de bem do ativo imobilizado.","input","cfop_190","normal"
"cfop_194","2554","Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento","Retorno de bem do ativo imobilizado remetido para uso fora d","Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 6.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.","input","cfop_190","normal"
"cfop_195","2555","Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento","Entrada de bem do ativo imobilizado de terceiro, remetido pa","Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.","input","cfop_190","normal"
"cfop_196","2556","Compra de material para uso ou consumo","Compra de material para uso ou consumo","Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.","input","cfop_190","normal"
"cfop_197","2557","Transferência de material para uso ou consumo","Transferência de material para uso ou consumo","Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_190","normal"
"cfop_198","2600","CRÉDITOS E RESSARCIMENTOS DE ICMS","CRÉDITOS E RESSARCIMENTOS DE ICMS",,"input","cfop_121","view"
"cfop_199","2603","Ressarcimento de ICMS retido por substituição tributária","Ressarcimento de ICMS retido por substituição tributária","Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.","input","cfop_198","normal"
"cfop_200","2650","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICANTES","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUB",,"input","cfop_121","view"
"cfop_201","2651","Compra de combustível ou lubrificante para industrialização subseqüente","Compra de combustível ou lubrificante para industrialização ","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem utilizados em processo de industrialização do próprio produto.","input","cfop_200","normal"
"cfop_202","2652","Compra de combustível ou lubrificante para comercialização","Compra de combustível ou lubrificante para comercialização","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem comercializados.","input","cfop_200","normal"
"cfop_203","2653","Compra de combustível ou lubrificante por consumidor ou usuário final","Compra de combustível ou lubrificante por consumidor ou usuá","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviços ou por usuário final.","input","cfop_200","normal"
"cfop_204","2658","Transferência de combustível e lubrificante para industrialização","Transferência de combustível e lubrificante para industriali","Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem utilizados em processo de industrialização do próprio produto.","input","cfop_200","normal"
"cfop_205","2659","Transferência de combustível e lubrificante para comercialização","Transferência de combustível e lubrificante para comercializ","Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem comercializados.","input","cfop_200","normal"
"cfop_206","2660","Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente","Devolução de venda de combustível ou lubrificante destinado ","Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustível ou lubrificante destinado à industrialização subseqüente.","input","cfop_200","normal"
"cfop_207","2661","Devolução de venda de combustível ou lubrificante destinado à comercialização","Devolução de venda de combustível ou lubrificante destinado ","Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustíveis ou lubrificantes para comercialização.","input","cfop_200","normal"
"cfop_208","2662","Devolução de venda de combustível ou lubrificante destinado a consumidor ou usuário final","Devolução de venda de combustível ou lubrificante destinado ","Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como Venda de combustíveis ou lubrificantes por consumidor ou usuário final.","input","cfop_200","normal"
"cfop_209","2663","Entrada de combustível ou lubrificante para armazenagem","Entrada de combustível ou lubrificante para armazenagem","Classificam-se neste código as entradas de combustíveis ou lubrificantes para armazenagem.","input","cfop_200","normal"
"cfop_210","2664","Retorno de combustível ou lubrificante remetido para armazenagem","Retorno de combustível ou lubrificante remetido para armazen","Classificam-se neste código as entradas, ainda que simbólicas, por retorno de combustíveis ou lubrificantes, remetidos para armazenagem.","input","cfop_200","normal"
"cfop_211","2900","OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS","OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS",,"input","cfop_121","view"
"cfop_212","2901","Entrada para industrialização por encomenda","Entrada para industrialização por encomenda","Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.","input","cfop_211","normal"
"cfop_213","2902","Retorno de mercadoria remetida para industrialização por encomenda","Retorno de mercadoria remetida para industrialização por enc","Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.","input","cfop_211","normal"
"cfop_214","2903","Entrada de mercadoria remetida para industrialização e não aplicada no referido processo","Entrada de mercadoria remetida para industrialização e não a","Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.","input","cfop_211","normal"
"cfop_215","2904","Retorno de remessa para venda fora do estabelecimento","Retorno de remessa para venda fora do estabelecimento","Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.","input","cfop_211","normal"
"cfop_216","2905","Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral","Entrada de mercadoria recebida para depósito em depósito fec","Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.","input","cfop_211","normal"
"cfop_217","2906","Retorno de mercadoria remetida para depósito fechado ou armazém geral","Retorno de mercadoria remetida para depósito fechado ou arma","Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.","input","cfop_211","normal"
"cfop_218","2907","Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral","Retorno simbólico de mercadoria remetida para depósito fecha","Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.","input","cfop_211","normal"
"cfop_219","2908","Entrada de bem por conta de contrato de comodato","Entrada de bem por conta de contrato de comodato","Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato.","input","cfop_211","normal"
"cfop_220","2909","Retorno de bem remetido por conta de contrato de comodato","Retorno de bem remetido por conta de contrato de comodato","Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato.","input","cfop_211","normal"
"cfop_221","2910","Entrada de bonificação, doação ou brinde","Entrada de bonificação, doação ou brinde","Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.","input","cfop_211","normal"
"cfop_222","2911","Entrada de amostra grátis","Entrada de amostra grátis","Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.","input","cfop_211","normal"
"cfop_223","2912","Entrada de mercadoria ou bem recebido para demonstração","Entrada de mercadoria ou bem recebido para demonstração","Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.","input","cfop_211","normal"
"cfop_224","2913","Retorno de mercadoria ou bem remetido para demonstração","Retorno de mercadoria ou bem remetido para demonstração","Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.","input","cfop_211","normal"
"cfop_225","2914","Retorno de mercadoria ou bem remetido para exposição ou feira","Retorno de mercadoria ou bem remetido para exposição ou feir","Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.","input","cfop_211","normal"
"cfop_226","2915","Entrada de mercadoria ou bem recebido para conserto ou reparo","Entrada de mercadoria ou bem recebido para conserto ou repar","Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.","input","cfop_211","normal"
"cfop_227","2916","Retorno de mercadoria ou bem remetido para conserto ou reparo","Retorno de mercadoria ou bem remetido para conserto ou repar","Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.","input","cfop_211","normal"
"cfop_228","2917","Entrada de mercadoria recebida em consignação mercantil ou industrial","Entrada de mercadoria recebida em consignação mercantil ou i","Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.","input","cfop_211","normal"
"cfop_229","2918","Devolução de mercadoria remetida em consignação mercantil ou industrial","Devolução de mercadoria remetida em consignação mercantil ou","Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.","input","cfop_211","normal"
"cfop_230","2919","Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial","Devolução simbólica de mercadoria vendida ou utilizada em pr","Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.","input","cfop_211","normal"
"cfop_231","2920","Entrada de vasilhame ou sacaria","Entrada de vasilhame ou sacaria","Classificam-se neste código as entradas de vasilhame ou sacaria.","input","cfop_211","normal"
"cfop_232","2921","Retorno de vasilhame ou sacaria","Retorno de vasilhame ou sacaria","Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.","input","cfop_211","normal"
"cfop_233","2922","Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro","Lançamento efetuado a título de simples faturamento decorren","Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro","input","cfop_211","normal"
"cfop_234","2923","Entrada de mercadoria recebida do vendedor remetente, em venda à ordem","Entrada de mercadoria recebida do vendedor remetente, em ven","Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 2.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 2.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.","input","cfop_211","normal"
"cfop_235","2924","Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Entrada para industrialização por conta e ordem do adquirent","Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.","input","cfop_211","normal"
"cfop_236","2925","Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Retorno de mercadoria remetida para industrialização por con","Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.","input","cfop_211","normal"
"cfop_237","2931","Lanç. efetuado pelo tomador do serviço de transporte quando a resp. de retenção do imposto for atribuída ao remetente ou alienante da merc., pelo serviço de transp. realizado por transp. autônomo ou por transp. não inscrito na UF onde iniciado o serviço","Lanç. efetuado pelo tomador do serviço de transporte quando ","Classificam-se neste código exclusivamente os lançamentos efetuados pelo tomador do serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação, onde iniciado o serviço, quando a responsabilidade pela retenção do imposto for atribuída ao remetente ou alienante da mercadoria.","input","cfop_211","normal"
"cfop_238","2932"," Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador"," Aquisição de serviço de transporte iniciado em unidade da F","Classificam-se neste código as aquisições de serviços de transporte que tenham sido iniciados em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.","input","cfop_211","normal"
"cfop_239","2933","Aquisição de serviço tributado pelo ISSQN","Aquisição de serviço tributado pelo ISSQN","Classificam-se neste código as aquisições de serviços, de competência municipal, desde que informados em Nota Fiscal modelo 1 ou 1-A.","input","cfop_211","normal"
"cfop_240","2949","Outra entrada de mercadoria ou prestação de serviço não especificado","Outra entrada de mercadoria ou prestação de serviço não espe","Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.","input","cfop_211","normal"
"cfop_241","3000","ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO EXTERIOR","ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO EXTERIOR",,"input",,"view"
"cfop_242","3100","COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS","COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇ",,"input","cfop_241","view"
"cfop_243","3101","Compra para industrialização ou produção rural","Compra para industrialização ou produção rural","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural. Também serão classificadas neste código as entradas de mercadorias em estabelecimento industrial ou produtor rural de cooperativa.","input","cfop_242","normal"
"cfop_244","3102","Compra para comercialização","Compra para comercialização","Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa.","input","cfop_242","normal"
"cfop_245","3126","Compra para utilização na prestação de serviço","Compra para utilização na prestação de serviço","Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços.","input","cfop_242","normal"
"cfop_246","3127","Compra para industrialização sob o regime de ""drawbac","Compra para industrialização sob o regime de ""drawbac","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização e posterior exportação do produto resultante, cujas vendas serão classificadas no código 7.127 - Venda de produção do estabelecimento sob o regime de drawback.","input","cfop_242","normal"
"cfop_247","3200","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU AN",,"input","cfop_241","view"
"cfop_248","3201","Devolução de venda de produção do estabelecimento","Devolução de venda de produção do estabelecimento","Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como Venda de produção do estabelecimento.","input","cfop_247","normal"
"cfop_249","3202","Devolução de venda de mercadoria adquirida ou recebida de terceiros","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros.","input","cfop_247","normal"
"cfop_250","3205","Anulação de valor relativo à prestação de serviço de comunicação","Anulação de valor relativo à prestação de serviço de comunic","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.","input","cfop_247","normal"
"cfop_251","3206","Anulação de valor relativo à prestação de serviço de transporte","Anulação de valor relativo à prestação de serviço de transpo","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.","input","cfop_247","normal"
"cfop_252","3207","Anulação de valor relativo à venda de energia elétrica","Anulação de valor relativo à venda de energia elétrica","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.","input","cfop_247","normal"
"cfop_253","3211","Devolução de venda de produção do estabelecimento sob o regime de ""drawbac","Devolução de venda de produção do estabelecimento sob o regi","Classificam-se neste código as devoluções de vendas de produtos industrializados pelo estabelecimento sob o regime de drawback.","input","cfop_247","normal"
"cfop_254","3250","COMPRAS DE ENERGIA ELÉTRICA","COMPRAS DE ENERGIA ELÉTRICA",,"input","cfop_241","view"
"cfop_255","3251","Compra de energia elétrica para distribuição ou comercialização","Compra de energia elétrica para distribuição ou comercializa","Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.","input","cfop_254","normal"
"cfop_256","3300","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO",,"input","cfop_241","view"
"cfop_257","3301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","Aquisição de serviço de comunicação para execução de serviço","Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.","input","cfop_256","normal"
"cfop_258","3350","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE","Aquisição de serviço de transporte para execução de serviço da mesma natureza","input","cfop_241","view"
"cfop_259","3351","Aquisição de serviço de transporte para execução de serviço da mesma natureza","Aquisição de serviço de transporte para execução de serviço ","Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.","input","cfop_258","normal"
"cfop_260","3352","Aquisição de serviço de transporte por estabelecimento industrial","Aquisição de serviço de transporte por estabelecimento indus","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.","input","cfop_258","normal"
"cfop_261","3353","Aquisição de serviço de transporte por estabelecimento comercial","Aquisição de serviço de transporte por estabelecimento comer","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.","input","cfop_258","normal"
"cfop_262","3354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","Aquisição de serviço de transporte por estabelecimento de pr","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.","input","cfop_258","normal"
"cfop_263","3355","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de transporte por estabelecimento de ge","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_258","normal"
