id,code,name,ncms,ncm_exception,not_in_ncms,piscofins_type,tax_pis_id:id,tax_pis_st_id:id,tax_cofins_id:id,tax_cofins_st_id:id,sped_table,date_start,date_end
tax_piscofins_4313_202,202,"Partes, peças, ferramentais, componentes, insumos, fluidos hidráulicos, tintas, anticorrosivos, lubrificantes, equipamentos, serviços e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização das aeronaves, seus motores, partes, componentes, ferramentais e equipamentos das aeronaves referidas no código 201",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_203,203,"Álcool anidro adicionado à gasolina, por distribuidores",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_204,204,"Álcool, inclusive para fins carburantes, em operações realizadas em bolsa de mercadorias e futuros, exceto quando ocorra a liquidação física do contrato",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_205,205,Carvão mineral destinado à geração de energia elétrica,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_206,206,"Biodiesel fabricado a partir de matérias-primas produzidas nas regiões norte, nordeste e no semi-árido, por agricultor familiar enquadrado no PRONAF",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_207,207,"Valores recebidos pelos concessionários de que trata a Lei nº 6.729/1979, pela intermediação ou entrega dos veículos classificados nas posições 87.03 e 87.04 da TIPI, vendidos diretamente ao consumidor final","8703,8704",,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_208,208,"Veículos novos montados sobre chassis, com capacidade para vinte e três a quarenta e quatro passageiros, classificados no código 8702.10.00 Ex. 02 e 8702.90.90 Ex 02, da TIPI, destinados ao transporte escolar para a educação básica na zona rural das redes estadual, municipal e distrital, quando adquiridos pelos Estados, Municípios e pelo Distrito Federal","87021000_02,87029090_02",,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_209,209,"Embarcações novas, com capacidade para vinte a trinta e cinco passageiros, classificadas no código 8901.90.00 da TIPI, destinadas ao transporte escolar para a educação básica na zona rural das redes estadual, municipal e distrital, quando adquiridos pelos Estados, Municípios e pelo Distrito Federal",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_210,210,"Materiais e equipamentos, inclusive partes, peças e componentes, destinados ao emprego na construção, conservação, modernização, conversão ou reparo de embarcações registradas ou pré-registradas no Registro Especial Brasileiro",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_211,211,"Veículos e carros blindados de combate, novos, armados ou não, e suas partes, produzidos no Brasil, com peso bruto total até 30 (trinta) toneladas, classificados na posição 8710.00.00 da TIPI, destinados ao uso das Forças Armadas ou órgãos de segurança pública brasileiros, quando adquiridos por órgãos e entidades da administração pública direta",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_212,212,"Gás natural canalizado, destinado à produção de energia elétrica pelas usinas integrantes do Programa Prioritário de Termoeletricidade, nos termos e condições estabelecidos em ato conjunto dos Ministros de Estado de Minas Energia e da Fazenda",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_213,213,"Serviços de transporte ferroviário em sistema de trens de alta velocidade (TAV), assim entendido como a composição utilizada para efetuar a prestação do serviço público de transporte ferroviário que consiga atingir velocidade igual ou superior a 250 km/h (duzentos e cinquenta quilômetros por hora).",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_214,214,"Receitas decorrentes da prestação de serviços regulares de transporte coletivo municipal rodoviário, metroviário e ferroviário de passageiros, inclusive as decorrentes da prestação dos referidos serviços no território de região metropolitana regularmente constituída.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2013-05-31,
tax_piscofins_4313_215,215,"Receita decorrente da prestação de serviços regulares de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros, alcançando as receitas decorrentes da prestação dos referidos serviços: no território de região metropolitana regularmente constituída; e conforme definidos nos incisos XI a XIII do art. 4o da Lei no 12.587/2012.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2014-11-14,
tax_piscofins_4313_216,216,"Álcool, inclusive para fins carburantes – Receita bruta de venda de Distribuidor, no caso de venda de etanol combustível.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2025-05-01,
tax_piscofins_4313_219,219,GLP* quando destinado ao uso doméstico e envasado em recipientes de até treze quilogramas.,27111910,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2021-03-01,
tax_piscofins_4313_223,223,"Receitas decorrentes da venda de produtos classificados no Ex 01 do código 8503.00.90 da Tipi, exceto pás eólicas. utilizados exclusiva ou principalmente em aerogeradores classificados no código 8502.31.00 da Tipi.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2015-10-06,
tax_piscofins_4313_227,227,"As receitas decorrentes da atividade de transporte aéreo regular de passageiros. (Art. 2º, § 2º, da MP nº 1.147/22)",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2023-01-01,2026-12-31
tax_piscofins_4313_228,228,Programa Mover - As receitas e ganhos líquidos do Fundo Nacional de Desenvolvimento Industrial e Tecnológico (FNDIT).,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2024-06-27,
tax_piscofins_4313_301,301,Produtos classificados na posição 87.13 da NCM (cadeiras de rodas e outros veículos),8713,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_302,302,Artigos e aparelhos ortopédicos ou para fraturas classificados no código 90.21.10 da NCM,902110,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_303,303,Artigos e aparelhos de próteses classificados no código 90.21.3 da NCM,90213,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_304,304,"Almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94 da NCM",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_305,305,"Bens relacionados em ato do Poder Executivo para aplicação nas Unidades Modulares de Saúde de que trata o Convênio ICMS no 114/2009 quando vendidos a órgãos da administração pública direta federal, estadual, distrital e municipal",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_306,306,Produtos químicosclassificados no Capítulo 29 da Nomenclatura Comum do Mercosul – NCM,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_307,307,"Produtos químicos intermediários de síntese, classificados no Capítulo 29 da NCM",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_308,308,"Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_309,309,"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi","84690039_01,84433222,87142000,90214000,90219082,90219092",,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_310,310,Calculadoras equipadas com sintetizador de voz classificadas no código 8470.10.00 Ex 01 da TIPI,84701000_01,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_311,311,Teclados com colmeia classificados no código 8471.60.52 da TIPI,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-11-18,
tax_piscofins_4313_312,312,Indicadores ou apontadores - mouses - com entrada para acionador classificados no código 8471.60.53 da TIPI,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-11-18,
tax_piscofins_4313_313,313,Linhas braile classificadas no código 8471.60.90 Ex 01da TIPI,84716090_01,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_314,314,Digitalizadores de imagens - scanners - equipados com sintetizador de voz classificados no código 8471.90.14  Ex 01 da TIPI,84719014_01,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_315,315,Duplicadores braile classificados no código 8472.10.00 Ex 01 da TIPI,84721000_01,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_316,316,Acionadores de pressão classificados no código 8471.60.53 Ex.02 da TIPI,84716053_02,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_317,317,Lupas eletrônicas do tipo utilizado por pessoas com deficiência visual classificadas no código 8525.80.19 Ex 01 da TIPI,85258019_01,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_318,318,Implantes cocleares classificados no código 9021.40.00 da TIPI,90214000,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_319,319,Próteses oculares classificadas no código 9021.39.80 da TIPI,90213980,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_320,320,Programas - softwares - de leitores de tela que convertem texto em voz sintetizada para auxílio de pessoas com deficiência visual.,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_321,321,"Aparelhos contendo programas - softwares - de leitores de tela que convertem texto em caracteres braile, para utilização de surdos-cegos.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_322,322,"Neuroestimuladores para tremor essencial/Parkinson, classificados no código 9021.90.19, e seus acessórios, classificados nos códigos 9018.90.99, 9021.90.91 e 9021.90.99, todos da Tipi.","90189099,90219091,90219099",,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-05-18,
tax_piscofins_4313_323,323,"Equipamentos ou materiais destinados a uso médico, hospitalar, clínico ou laboratorial, conforme ato editado pelo Poder Executivo, quando adquiridos:  I - pela União, Estados, Distrito Federal ou Municípios, bem como pelas suas autarquias e fundações instituídas e mantidas pelo poder público; ou II - por entidades beneficentes de assistência social que atendam ao disposto na Lei nº 12.101/2009.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2014-11-14,
tax_piscofins_4313_405,405,"PADIS - Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores - Venda, no mercado interno para PJ habilitada no PADIS, de máquinas, aparelhos, instrumentos, equipamentos, para incorporação ao ativo imobilizado da adquirente - Venda, no mercado interno para PJ habilitada no PADIS, de ferramentas computacionais (softwares) - Venda, no mercado interno para PJ habilitada no PADIS, de insumos - Vendas dos dispositivos eletrônicos semicondutores e mostradores de informação (displays) por PJ habilitada no PADIS  - Venda de projeto (design), por PJ habilitada no PADIS",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_406,406,"PATVD - Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para a TV Digital - Venda, no mercado interno para PJ habilitada no PATVD, de máquinas, aparelhos, instrumentos, equipamentos, para incorporação ao ativo imobilizado da adquirente - Venda, no mercado interno para PJ habilitada no PATVD, de ferramentas computacionais (softwares) - Venda, no mercado interno para PJ habilitada no PATVD, de insumos - Vendas dos equipamentos transmissores por PJ habilitada no PATVD",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_413,413,"Receita decorrente da venda de bens de defesa nacional definidos em ato do Poder Executivo efetuada por pessoa jurídica beneficiária do RETID à União, para uso privativo das Forças Armadas, exceto para uso pessoal e administrativo",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-09-21,
tax_piscofins_4313_414,414,"Receita decorrente da prestação de serviços de tecnologia industrial básica, projetos, pesquisa, desenvolvimento e inovação tecnológica, assistência técnica e transferência de tecnologia por pessoa jurídica beneficiária do RETID à União, para uso privativo das Forças Armadas, exceto para uso pessoal e administrativo",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-09-21,
tax_piscofins_4313_903,903,"Livros, conforme definido no art. 2o da Lei no 10.753/03",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_904,904,"Preparações compostas não-alcoólicas, classificadas no código 2106.90.10 Ex 01 da TIPI, destinadas à elaboração de bebidas pelas pessoas jurídicas industriais dos produtos referidos no art. 58-A da Lei no 10.833/2003",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_905,905,"Material de defesa, classificado nas posições 87.10.00.00 e 89.06.10.00 da TIPI, além de partes, peças, componentes, ferramentais, insumos, equipamentos e matérias-primas a serem empregados na sua industrialização, montagem, manutenção, modernização e conversão",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_906,906,"Equipamentos de controle de produção, inclusive medidores de vazão, condutivímetros, aparelhos para controle, registro, gravação e transmissão dos quantitativos medidos, quando adquiridos por pessoas jurídicas legalmente obrigadas à sua utilização",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_907,907,"Valores pagos ou creditados pelos Estados, Distrito Federal e Municípios relativos ao ICMS e ao ISS, no âmbito de programas de concessão de crédito voltados ao estímulo à solicitação de documento fiscal na aquisição de mercadorias e serviços",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_908,908,Vendas de mercadorias destinadas ao consumo ou à industrialização na Zona Franca de Manaus – ZFM,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_909,909,"Vendas de mercadorias destinadas ao consumo ou à industrialização nas Áreas de Livre Comércio – ALC, exceto quando tiver como destinatárias pessoas jurídicas atacadistas e varejistas, sujeitas ao regime de apuração não cumulativa da Contribuição para o PIS/Pasep e da Cofins",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_910,910,"Vendas de matérias-primas, produtos intermediários e materiais de embalagem, produzidos na Zona Franca de Manaus para emprego em processo de industrialização por estabelecimentos industriais ali instalados e consoante projetos aprovados pelo SUFRAMA",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_911,911,"Receitas financeiras, inclusive decorrentes de operações realizadas para fins de hedge, auferidas pelas pessoas jurídicas sujeitas ao regime de incidência não-cumulativa",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_912,912,"Aquisição no mercado interno ou a importação, de forma combinada ou não, de mercadoria equivalente à empregada ou consumida na industrialização de produto exportado (Drawback Reposição de Estoque), inclusive: I – à empregada em reparo, criação, cultivo ou atividade extrativista de produto já exportado; e II – para industrialização de produto intermediário fornecido diretamente a empresa industrial-exportadora e empregado ou consumido na industrialização de produto final já exportado.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4313_913,913,"Projetores para exibição cinematográfica, classificados no código 9007.2 da NCM, e suas partes e acessórios, classificados no código 9007.9 da NCM",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-09-30,
tax_piscofins_4313_914,914,"Receita decorrente da venda de águas minerais naturais comercializadas em recipientes com capacidade nominal inferior a 10 (dez) litros ou igual ou superior a 10 (dez) litros classificadas no código 2201.10.00 Ex 01 e Ex 02 da Tipi, aprovada pelo Decreto no 7.660, de 23 de dezembro de 2011.",22011000_01,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2012-09-18,
tax_piscofins_4313_915,915,"Concessões de geração, transmissão e distribuição de energia elétrica - Valor da indenização correspondente às parcelas dos investimentos vinculados a bens reversíveis, ainda não amortizados ou não depreciados, conforme art. 8º, § 4º, da Lº 12.783/2013.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2013-04-04,
tax_piscofins_4313_916,916,"Concessões de geração, transmissão e distribuição de energia elétrica - Valor da indenização correspondente às parcelas dos investimentos vinculados a bens reversíveis, ainda não amortizados ou não depreciados, conforme art. 15, § 9º, da Lei nº 12.783/2013.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2013-04-04,
tax_piscofins_4313_917,917,Valores efetivamente recebidos exclusivamente a título da subvenção extraordinária aos produtores fornecedores independentes de cana-de-açúcar afetados por condições climáticas adversas referentes à safra 2011/2012 na Região Nordeste.,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2013-10-10,
tax_piscofins_4313_918,918,"Receita decorrente da venda de bebidas frias, classificadas nos códigos 2106.90.10 Ex02; 22.01 (exceto os Ex 01 e Ex 02 do código 2201.10.00); 22.02 (exceto os Ex 01, Ex 02 e Ex 03 do código 2202.90.00); e 22.02.90.00 Ex 03 e 22.03 da TIPI, quando auferida pela pessoa jurídica varejista, assim considerada, a pessoa jurídica cuja receita decorrente de venda de bens e serviços a consumidor final no ano-calendário imediatamente anterior ao da operação houver sido igual ou superior a 75% (setenta e cinco por cento) de sua receita total de venda de bens e serviços no mesmo período, depois de excluídos os impostos e contribuições incidentes sobre a venda.","21069010_02,2201",,"22011000,2202",product,tax_pis_0,,tax_cofins_0,,4.3.13,2015-05-01,
tax_piscofins_4313_919,919,"Receita auferida na venda de pneumáticos e câmaras de ar de borracha para bicicletas classificados nos códigos 4011.50.00 e 4013.20.00 da Tipi, quando efetuada por PJ fabricante que utilizar no processo de industrialização, em estabelecimentos implantados na ZFM, de acordo com o processo produtivo básico fixado em legislação específica, borracha natural produzida por extrativismo não madeireiro na Região Norte",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2015-01-20,
tax_piscofins_4313_920,920,"Perse – Programa Emergencial de Retomado do Setor de Eventos.   - Resultado auferido pelas pessoas jurídicas de que trata o art. 2º da Lei 14.148, de 3 da maio de 2021, atualizada pelos artigos vetados pelo Presidente da República, mantido pelo Congresso Nacional e publicado na Edição Extra B do DOU de 18/3/2022.",,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2022-03-01,2027-02-01
tax_piscofins_4313_999,999,Código genérico – Operações tributáveis a alíquota zero,,,,product,tax_pis_0,,tax_cofins_0,,4.3.13,2011-01-01,
tax_piscofins_4314_101,101,"Fornecimento de mercadorias ou serviços para uso ou consumo de bordo em embarcações e aeronaves em tráfego internacional, quando o pagamento for efetuado em moeda conversível (exceto querosene de aviação)",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_102,102,Transporte internacional de cargas ou passageiros,,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_103,103,"Receitas auferidas pelos estaleiros navais brasileiros nas atividades de construção, conservação, modernização, conversão e reparo de embarcações pré-registradas ou registradas no Registro Especial Brasileiro (REB), instituído pela Lei nº 9.432, de 8 de janeiro de 1997",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_104,104,"Frete de mercadorias transportadas entre o País e o exterior pelas embarcações registradas no REB, de que trata o art. 11 da Lei nº 9.432, de 1997",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_201,201,"Receitas relativas às atividades próprias dos templos de qualquer culto; partidos políticos; instituições de educação e de assistência social que preencham as condições e requisitos do art. 12 da Lei nº 9.532, de 10 de dezembro de 1997; instituições de caráter filantrópico, recreativo, cultural, científico e as associações, que preencham as condições e requisitos do art. 15 da Lei nº 9.532, de 1997; sindicatos, federações e confederações; serviços sociais autônomos, criados ou autorizados por lei; conselhos de fiscalização de profissões regulamentadas; fundações de direito privado; condomínios de proprietários de imóveis residenciais ou comerciais; e Organização das Cooperativas Brasileiras (OCB) e as Organizações Estaduais de Cooperativas previstas no art. 105 e seu § 1º da Lei nº 5.764, de 16 de dezembro de 1971.",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_202,202,"Receitas das entidades beneficentes de assistência social com a finalidade de prestação de serviços nas áreas de assistência social, saúde ou educação, que atendam aos requisitos do art. 29 da Lei nº 12.101, de 27 de novembro de 2009.",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_301,301,Venda de energia elétrica pela Itaipu Binacional,,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_401,401,"Importação de bens ou mercadorias para uso ou consumo exclusivo na organização e realização dos referidos eventos, promovida pela Fifa, Subsidiária Fifa no Brasil, Confederações Fifa, Associações estrangeiras membros da Fifa, Parceiros Comerciais da Fifa domiciliados no exterior, Emissora Fonte da Fifa e Prestadores de Serviço da Fifa domiciliados no exterior, ou por intermédio de pessoa jurídica por eles contratada para representá-los",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_402,402,"Receita auferida por Subsidiária Fifa no Brasil, decorrente das atividades próprias e diretamente vinculadas à organização ou realização dos referidos eventos, exceto as receitas decorrentes da venda de ingressos e de pacotes de hospedagem.",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_403,403,"Receita das atividades próprias, auferida pelos Prestadores de Serviços da FIFA, estabelecidos no País sob a forma de sociedade com finalidade específica para o desenvolvimento de atividades diretamente relacionadas à realização dos eventos.",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_901,901,"Recursos recebidos a título de repasse, oriundos do Orçamento Geral da União, dos Estados, do Distrito Federal e dos Municípios, pelas empresas públicas e sociedades de economia mista",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_902,902,"Receita da instituição privada de ensino superior, com fins lucrativos ou sem fins lucrativos não beneficente, que aderir ao Programa Universidade para Todos (Prouni), no período de vigência do termo de adesão, decorrentes da realização de atividades de ensino superior, proveniente de cursos de graduação ou cursos seqüenciais de formação específica",,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4314_999,999,Código genérico – Operações com Isenção,,,,product,tax_pis_isento,,tax_cofins_isento,,4.3.14,2011-01-01,
tax_piscofins_4315_101,101,Venda de querosene de aviação por pessoa jurídica não enquadrada na condição de importadora ou produtora,,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_102,102,"Venda de querosene de aviação por produtora ou importadora a distribuidora, quando o produto for destinado ao consumo por aeronave em tráfego internacional",,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_201,201,Vendas de biodiesel por pessoas não enquadradas como produtor ou importador,,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_301,301,"Vendas de materiais e equipamentos, bem assim da prestação de serviços decorrentes dessas operações, efetuadas diretamente a Itaipu Binacional",,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_401,401,Exportação de mercadorias para o exterior,,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_402,402,"Serviços prestados a pessoas físicas ou jurídicas residentes ou domiciliadas no exterior, cujo pagamento represente ingresso de divisas",,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_403,403,"Vendas, com o fim específico de exportação, a empresa comercial exportadora constituída nos termos do Decreto-Lei nº 1.248, de 29 de novembro de 1972, ou simplesmente registrada na Secretaria de Comércio Exterior (Secex) do Ministério do Desenvolvimento, Indústria e Comércio Exterior",,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_901,901,"Regime Cumulativo - Demais receitas não classificadas como faturamento, não enquadradas como receita bruta nos termos do art. 3º da Lei nº 9.718, de 1998",,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4315_999,999,Outras receitas sem incidência,,,,product,tax_pis_seminc,,tax_cofins_seminc,,4.3.15,2011-01-01,
tax_piscofins_4316_101,101,Vendas a pessoa jurídica preponderantemente exportadora,,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_102,102,"Vendas a fabricante de veículos e carros blindados de combate, (NCM 8710.00.00) para uso pelas forças armadas ou órgãos de segurança pública brasileiros.",87100000,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_103,103,"Aquisição no mercado interno ou a importação, de forma combinada ou não, de mercadoria para emprego ou consumo na industrialização de produto a ser exportado, por pessoa jurídica previamente habilitada pela Secretaria de Comércio Exterior (Drawback Integrado)",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_104,104,"Aquisição no mercado interno ou à importação de mercadorias para emprego em reparo, criação, cultivo ou atividade extrativista de produto a ser exportado.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_105,105,"Aquisição no mercado interno ou importações de empresas denominadas fabricantes-intermediários, para industrialização de produto intermediário a ser diretamente fornecido a empresas industriais-exportadoras, para emprego ou consumo na industrialização de produto final destinado à exportação (Drawback Intermediário)",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2011-01-01,
tax_piscofins_4316_106,106,"A aquisição no mercado interno ou a importação, de forma combinada ou não, de serviço direta e exclusivamente vinculado à exportação ou entrega no exterior de produto resultante da utilização do regime de que trata o art. 12 desta Lei 11.945/2009.",,,,product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2023-01-01,
tax_piscofins_4316_201,201,"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00.",,,"0201,0202,0203,02061000,020620,020621,020629,02063000,02064,0207,02101",product,tax_pis_susp,,tax_cofins_susp,,4.3.16,2012-01-01,
