"id","code","exception","name","tax_ipi_id:id","tax_ii_id:id","uoe_id:id"
"ncm_29339119","2933.91.19",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Alprazolam, camazepam, clonazepam, clorazepato e clorodiazepóxido; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339121","2933.91.21",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Delorazepam, diazepam e estazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339122","2933.91.22",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Delorazepam, diazepam e estazolam; sais destes produtos","tax_ipi_0","tax_ii_14","uom.product_uom_kgm"
"ncm_29339123","2933.91.23",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Delorazepam, diazepam e estazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339129","2933.91.29",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Delorazepam, diazepam e estazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339131","2933.91.31",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339132","2933.91.32",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339133","2933.91.33",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339134","2933.91.34",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339139","2933.91.39",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339141","2933.91.41",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Loflazepato de etila, lorazepam e lormetazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339142","2933.91.42",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Loflazepato de etila, lorazepam e lormetazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339143","2933.91.43",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Loflazepato de etila, lorazepam e lormetazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339149","2933.91.49",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Loflazepato de etila, lorazepam e lormetazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339151","2933.91.51",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Mazindol, medazepam e midazolam; sais destes produtos","tax_ipi_0","tax_ii_14","uom.product_uom_kgm"
"ncm_29339152","2933.91.52",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Mazindol, medazepam e midazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339153","2933.91.53",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Mazindol, medazepam e midazolam; sais destes produtos","tax_ipi_0","tax_ii_14","uom.product_uom_kgm"
"ncm_29339159","2933.91.59",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Mazindol, medazepam e midazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339161","2933.91.61",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339162","2933.91.62",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339163","2933.91.63",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339164","2933.91.64",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339169","2933.91.69",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339171","2933.91.71",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Pinazepam, pirovalerona e prazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339172","2933.91.72",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Pinazepam, pirovalerona e prazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339173","2933.91.73",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Pinazepam, pirovalerona e prazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339179","2933.91.79",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Pinazepam, pirovalerona e prazepam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339181","2933.91.81",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Temazepam, tetrazepam e triazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339182","2933.91.82",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Temazepam, tetrazepam e triazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339183","2933.91.83",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Temazepam, tetrazepam e triazolam; sais destes produtos","tax_ipi_0","tax_ii_12","uom.product_uom_kgm"
"ncm_29339189","2933.91.89",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos Temazepam, tetrazepam e triazolam; sais destes produtos","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339200","2933.92.00",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Azinfós metil (ISO)","tax_ipi_0","tax_ii_0","uom.product_uom_kgm"
"ncm_29339911","2933.99.11",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo pirazina não condensado ou ciclos indol (hidrogenados ou não) sem outras condensações","tax_ipi_0","tax_ii_14","uom.product_uom_kgm"
"ncm_29339912","2933.99.12",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo pirazina não condensado ou ciclos indol (hidrogenados ou não) sem outras condensações","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339913","2933.99.13",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo pirazina não condensado ou ciclos indol (hidrogenados ou não) sem outras condensações","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339919","2933.99.19",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo pirazina não condensado ou ciclos indol (hidrogenados ou não) sem outras condensações","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339920","2933.99.20",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339931","2933.99.31",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo azepina (hidrogenado ou não)","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
"ncm_29339932","2933.99.32",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo azepina (hidrogenado ou não)","tax_ipi_0","tax_ii_14","uom.product_uom_kgm"
"ncm_29339933","2933.99.33",,"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros: Outros Cuja estrutura contém um ciclo azepina (hidrogenado ou não)","tax_ipi_0","tax_ii_2","uom.product_uom_kgm"
