"id","code","name","type","parent_id:id"
"ncm_1103","11.03","Grumos, sêmolas e pellets, de cereais.","view",
"ncm_11031","1103.1","Grumos e sêmolas:","view",
"ncm_11031100","1103.11.00","De trigo","normal",
"ncm_11031300","1103.13.00","De milho","normal",
"ncm_11031900","1103.19.00","De outros cereais","normal",
"ncm_11032000","1103.20.00","Pellets","normal",
"ncm_1104","11.04","Grãos de cereais trabalhados de outro modo (por exemplo, descascados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 10.06; germes de cereais, inteiros, esmagados, em flocos ou moídos.","view",
"ncm_11041","1104.1","Grãos esmagados ou em flocos:","view",
"ncm_11041200","1104.12.00","De aveia","normal",
"ncm_11041900","1104.19.00","De outros cereais","normal",
"ncm_11042","1104.2","Outros grãos trabalhados (por exemplo, descascados, em pérolas, cortados ou partidos):","view",
"ncm_11042200","1104.22.00","De aveia","normal",
"ncm_11042300","1104.23.00","De milho","normal",
"ncm_11042900","1104.29.00","De outros cereais","normal",
"ncm_11043000","1104.30.00","Germes de cereais, inteiros, esmagados, em flocos ou moídos","normal",
"ncm_1105","11.05","Farinha, sêmola, pó, flocos, grânulos e pellets, de batata.","view",
"ncm_11051000","1105.10.00","Farinha, sêmola e pó","normal",
"ncm_11052000","1105.20.00","Flocos, grânulos e pellets","normal",
"ncm_1106","11.06","Farinhas, sêmolas e pós, dos legumes de vagem, secos, da posição 07.13, de sagu ou das raízes ou tubérculos da posição 07.14 e dos produtos do Capítulo 8.","view",
"ncm_11061000","1106.10.00","Dos legumes de vagem, secos, da posição 07.13","normal",
"ncm_11062000","1106.20.00","De sagu ou das raízes ou tubérculos, da posição 07.14","normal",
"ncm_11063000","1106.30.00","Dos produtos do Capítulo 8","normal",
"ncm_1107","11.07","Malte, mesmo torrado.","view",
"ncm_110710","1107.10","Não torrado","view",
"ncm_11071010","1107.10.10","Inteiro ou partido","normal",
"ncm_11071020","1107.10.20","Moído ou em farinha","normal",
"ncm_110720","1107.20","Torrado","view",
"ncm_11072010","1107.20.10","Inteiro ou partido","normal",
"ncm_11072020","1107.20.20","Moído ou em farinha","normal",
"ncm_1108","11.08","Amidos e féculas; inulina.","view",
"ncm_11081","1108.1","Amidos e féculas:","view",
"ncm_11081100","1108.11.00","Amido de trigo","normal",
"ncm_11081200","1108.12.00","Amido de milho","normal",
"ncm_11081300","1108.13.00","Fécula de batata","normal",
"ncm_11081400","1108.14.00","Fécula de mandioca","normal",
"ncm_11081900","1108.19.00","Outros amidos e féculas","normal",
"ncm_11082000","1108.20.00","Inulina","normal",
"ncm_11090000","1109.00.00","Glúten de trigo, mesmo seco.","normal",
"ncm_12","12","Capítulo 12 - Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens","view",
"ncm_1201","12.01","Soja, mesmo triturada.","view",
"ncm_12011000","1201.10.00","Para semeadura","normal",
"ncm_12019000","1201.90.00","Outras","normal",
"ncm_1202","12.02","Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados.","view",
"ncm_12023000","1202.30.00","Para semeadura","normal",
"ncm_12024","1202.4","Outros:","view",
"ncm_12024100","1202.41.00","Com casca","normal",
"ncm_12024200","1202.42.00","Descascados, mesmo triturados","normal",
"ncm_12030000","1203.00.00","Copra.","normal",
"ncm_120400","1204.00","Linhaça (sementes de linho), mesmo triturada.","view",
"ncm_12040010","1204.00.10","Para semeadura","normal",
"ncm_12040090","1204.00.90","Outras","normal",
"ncm_1205","12.05","Sementes de nabo silvestre ou de colza, mesmo trituradas.","view",
"ncm_120510","1205.10","Sementes de nabo silvestre ou de colza com baixo teor de ácido erúcico","view",
"ncm_12051010","1205.10.10","Para semeadura","normal",
"ncm_12051090","1205.10.90","Outras","normal",
"ncm_120590","1205.90","Outras","view",
"ncm_12059010","1205.90.10","Para semeadura","normal",
"ncm_12059090","1205.90.90","Outras","normal",
"ncm_120600","1206.00","Sementes de girassol, mesmo trituradas.","view",
"ncm_12060010","1206.00.10","Para semeadura","normal",
"ncm_12060090","1206.00.90","Outras","normal",
"ncm_1207","12.07","Outras sementes e frutos oleaginosos, mesmo triturados.","view",
"ncm_120710","1207.10","Nozes e amêndoas de palma (palmiste)","view",
"ncm_12071010","1207.10.10","Para semeadura","normal",
"ncm_12071090","1207.10.90","Outras","normal",
"ncm_12072","1207.2","Sementes de algodão:","view",
"ncm_12072100","1207.21.00","Para semeadura","normal",
"ncm_12072900","1207.29.00","Outras","normal",
"ncm_120730","1207.30","Sementes de rícino","view",
"ncm_12073010","1207.30.10","Para semeadura","normal",
"ncm_12073090","1207.30.90","Outras","normal",
"ncm_120740","1207.40","Sementes de gergelim","view",
"ncm_12074010","1207.40.10","Para semeadura","normal",
"ncm_12074090","1207.40.90","Outras","normal",
"ncm_120750","1207.50","Sementes de mostarda","view",
"ncm_12075010","1207.50.10","Para semeadura","normal",
"ncm_12075090","1207.50.90","Outras","normal",
"ncm_120760","1207.60","Sementes de cártamo (Carthamus tinctorius)","view",
"ncm_12076010","1207.60.10","Para semeadura","normal",
"ncm_12076090","1207.60.90","Outras","normal",
"ncm_120770","1207.70","Sementes de melão","view",
"ncm_12077010","1207.70.10","Para semeadura","normal",
"ncm_12077090","1207.70.90","Outras","normal",
"ncm_12079","1207.9","Outros:","view",
"ncm_120791","1207.91","Sementes de dormideira ou papoula","view",
"ncm_12079110","1207.91.10","Para semeadura","normal",
"ncm_12079190","1207.91.90","Outras","normal",
"ncm_120799","1207.99","Outros","view",
"ncm_12079910","1207.99.10","Para semeadura","normal",
"ncm_12079990","1207.99.90","Outros","normal",
"ncm_1208","12.08","Farinhas de sementes ou de frutos oleaginosos, exceto farinha de mostarda.","view",
"ncm_12081000","1208.10.00","De soja","normal",
"ncm_12089000","1208.90.00","Outras","normal",
"ncm_1209","12.09","Sementes, frutos e esporos, para semeadura.","view",
"ncm_12091000","1209.10.00","Sementes de beterraba sacarina","normal",
"ncm_12092","1209.2","Sementes de plantas forrageiras:","view",
"ncm_12092100","1209.21.00","Sementes de alfafa (luzerna)","normal",
"ncm_12092200","1209.22.00","Sementes de trevo (Trifolium spp.)","normal",
"ncm_12092300","1209.23.00","Sementes de festuca","normal",
"ncm_12092400","1209.24.00","Sementes de pasto dos prados de Kentucky (Poa pratensis L.)","normal",
"ncm_12092500","1209.25.00","Sementes de azevém (Lolium multiflorum Lam., Lolium perenne L.)","normal",
"ncm_12092900","1209.29.00","Outras","normal",
"ncm_12093000","1209.30.00","Sementes de plantas herbáceas cultivadas especialmente pelas suas flores","normal",
"ncm_12099","1209.9","Outros:","view",
"ncm_12099100","1209.91.00","Sementes de produtos hortícolas","normal",
"ncm_12099900","1209.99.00","Outros","normal",
"ncm_1210","12.10","Cones de lúpulo, frescos ou secos, mesmo triturados ou moídos ou em pellets; lupulina.","view",
"ncm_12101000","1210.10.00","Cones de lúpulo, não triturados nem moídos nem em pellets","normal",
"ncm_121020","1210.20","Cones de lúpulo, triturados ou moídos ou em pellets; lupulina","view",
"ncm_12102010","1210.20.10","Cones de lúpulo","normal",
"ncm_12102020","1210.20.20","Lupulina","normal",
"ncm_1211","12.11","Plantas, partes de plantas, sementes e frutos, das espécies utilizadas principalmente em perfumaria, medicina ou como inseticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó.","view",
"ncm_12112000","1211.20.00","Raízes de ginseng","normal",
"ncm_12112000_01","1211.20.00:01","Secas","extension","ncm_12112000"
"ncm_12113000","1211.30.00","Coca (folha de)","normal",
"ncm_12113000_01","1211.30.00:01","Seca","extension","ncm_12113000"
"ncm_12114000","1211.40.00","Palha de dormideira ou papoula","normal",
"ncm_12114000_01","1211.40.00:01","Seca","extension","ncm_12114000"
"ncm_121190","1211.90","Outros","view",
"ncm_12119010","1211.90.10","Orégano (Origanum vulgare)","normal",
"ncm_12119010_01","1211.90.10:01","Seco","extension","ncm_12119010"
"ncm_12119090","1211.90.90","Outros","normal",
"ncm_12119090_01","1211.90.90:01","Secos","extension","ncm_12119090"
"ncm_1212","12.12","Alfarroba, algas, beterraba sacarina e cana-de-açúcar, frescas, refrigeradas, congeladas ou secas, mesmo em pó; caroços e amêndoas de frutos e outros produtos vegetais (incluindo as raízes de chicória não torradas, da variedade Cichorium intybus sativum) usados principalmente na alimentação humana, não especificados nem compreendidos noutras posições.","view",
"ncm_12122","1212.2","Algas:","view",
"ncm_12122100","1212.21.00","Próprias para a alimentação humana","normal",
"ncm_12122100_01","1212.21.00:01","Congeladas","extension","ncm_12122100"
"ncm_12122900","1212.29.00","Outras","normal",
"ncm_12122900_01","1212.29.00:01","Das espécies utilizadas principalmente em medicina, secas","extension","ncm_12122900"
"ncm_12129","1212.9","Outros:","view",
"ncm_12129100","1212.91.00","Beterraba sacarina","normal",
"ncm_12129200","1212.92.00","Alfarroba","normal",
"ncm_12129200_01","1212.92.00:01","Seca, incluídas as suas sementes ","extension","ncm_12129200"
"ncm_12129300","1212.93.00","Cana-de-açúcar","normal",
"ncm_12129400","1212.94.00","Raízes de chicória","normal",
"ncm_121299","1212.99","Outros","view",
"ncm_12129910","1212.99.10","Stevia rebaudiana (Ka’a He’ẽ)","normal",
"ncm_12129990","1212.99.90","Outros","normal",
"ncm_12130000","1213.00.00","Palhas e cascas de cereais, em bruto, mesmo picadas, moídas, prensadas ou em pellets.","normal",
"ncm_1214","12.14","Rutabagas, beterrabas forrageiras, raízes forrageiras, feno, alfafa (luzerna), trevo, sanfeno, couves forrageiras, tremoço, ervilhaca e produtos forrageiros semelhantes, mesmo em pellets.","view",
"ncm_12141000","1214.10.00","Farinha e pellets, de alfafa (luzerna)","normal",
"ncm_12149000","1214.90.00","Outros","normal",
"ncm_13","13","Capítulo 13 - Gomas, resinas e outros sucos e extratos vegetais","view",
"ncm_1301","13.01","Goma-laca; gomas, resinas, gomas-resinas e oleorresinas (bálsamos, por exemplo), naturais.","view",
"ncm_13012000","1301.20.00","Goma-arábica","normal",
"ncm_130190","1301.90","Outros","view",
"ncm_13019010","1301.90.10","Goma-laca","normal",
"ncm_13019090","1301.90.90","Outros","normal",
"ncm_1302","13.02","Sucos e extratos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes, derivados dos vegetais, mesmo modificados.","view",
"ncm_13021","1302.1","Sucos e extratos vegetais:","view",
"ncm_130211","1302.11","Ópio","view",
"ncm_13021110","1302.11.10","Concentrados de palha de papoula","normal",
"ncm_13021190","1302.11.90","Outros","normal",
"ncm_13021200","1302.12.00","De alcaçuz","normal",
"ncm_13021300","1302.13.00","De lúpulo","normal",
"ncm_130219","1302.19","Outros","view",
"ncm_13021910","1302.19.10","De mamão (Carica papaya), seco","normal",
"ncm_13021920","1302.19.20","De semente de toranja ou de pomelo","normal",
"ncm_13021930","1302.19.30","De gin kgo biloba, seco","normal",
"ncm_13021940","1302.19.40","Valepotriatos","normal",
"ncm_13021950","1302.19.50","De ginseng","normal",
"ncm_13021960","1302.19.60","Silimarina","normal",
"ncm_1302199","1302.19.9","Outros","view",
"ncm_13021991","1302.19.91","De piretro ou de raízes de plantas que contenha rotenona","normal",
"ncm_13021999","1302.19.99","Outros","normal",
"ncm_130220","1302.20","Matérias pécticas, pectinatos e pectatos","view",
"ncm_13022010","1302.20.10","Matérias pécticas (pectinas)","normal",
"ncm_13022090","1302.20.90","Outros","normal",
"ncm_13023","1302.3","Produtos mucilaginosos e espessantes, derivados dos vegetais, mesmo modificados:","view",
"ncm_13023100","1302.31.00","Ágar-ágar","normal",
"ncm_130232","1302.32","Produtos mucilaginosos e espessantes, de alfarroba, de sementes de alfarroba ou de sementes de guaré, mesmo modificados","view",
"ncm_1302321","1302.32.1","De alfarroba ou de suas sementes","view",
"ncm_13023211","1302.32.11","Farinha de endosperma","normal",
"ncm_13023219","1302.32.19","Outros","normal",
"ncm_13023220","1302.32.20","De sementes de guaré","normal",
"ncm_130239","1302.39","Outros","view",
"ncm_13023910","1302.39.10","Carragenina (musgo-da-irlanda)","normal",
"ncm_13023990","1302.39.90","Outros","normal",
"ncm_14","14","Capítulo 14 - Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos","view",
"ncm_1401","14.01","Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais limpa, branqueada ou tingida, casca de tília).","view",
"ncm_14011000","1401.10.00","Bambus","normal",
"ncm_14012000","1401.20.00","Rotins","normal",
"ncm_14019000","1401.90.00","Outras","normal",
"ncm_1404","14.04","Produtos vegetais não especificados nem compreendidos noutras posições.","view",
"ncm_140420","1404.20","Línteres de algodão","view",
"ncm_14042010","1404.20.10","Em bruto","normal",
"ncm_14042090","1404.20.90","Outros","normal",
"ncm_140490","1404.90","Outros","view",
"ncm_14049010","1404.90.10","Matérias vegetais das espécies principalmente utilizadas na fabricação de vassouras, escovas, pincéis e artigos semelhantes (por exemplo, sorgo, piaçaba, raiz de grama, tampico), mesmo torcidas ou em feixes","normal",
"ncm_14049090","1404.90.90","Outros","normal",
"ncm_15","15","Capítulo 15 - Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal","view",
"ncm_1501","15.01","Gorduras de porco (incluindo a banha) e gorduras de aves, exceto as das posições 02.09 ou 15.03.","view",
"ncm_15011000","1501.10.00","Banha","normal",
"ncm_15012000","1501.20.00","Outras gorduras de porco","normal",
"ncm_15019000","1501.90.00","Outras","normal",
"ncm_1502","15.02","Gorduras de animais das espécies bovina, ovina ou caprina, exceto as da posição 15.03.","view",
"ncm_150210","1502.10","Sebo","view",
"ncm_1502101","1502.10.1","Bovino","view",
"ncm_15021011","1502.10.11","Em bruto","normal",
"ncm_15021012","1502.10.12","Fundido (incluindo o premier jus)","normal",
"ncm_15021019","1502.10.19","Outros","normal",
"ncm_15021090","1502.10.90","Outros","normal",
"ncm_15029000","1502.90.00","Outras","normal",
"ncm_15030000","1503.00.00","Estearina solar, óleo de banha de porco, óleo-estearina, óleo-margarina e óleo de sebo, não emulsionados nem misturados, nem preparados de outro modo.","normal",
"ncm_1504","15.04","Gorduras, óleos e respectivas frações, de peixes ou de mamíferos marinhos, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_150410","1504.10","Óleos de fígados de peixes e respectivas frações","view",
"ncm_1504101","1504.10.1","De bacalhau","view",
"ncm_15041011","1504.10.11","Óleo em bruto","normal",
"ncm_15041019","1504.10.19","Outros","normal",
"ncm_15041090","1504.10.90","Outros","normal",
"ncm_15042000","1504.20.00","Gorduras e óleos de peixes e respectivas frações, exceto óleos de fígados","normal",
"ncm_15043000","1504.30.00","Gorduras e óleos de mamíferos marinhos e respectivas frações","normal",
"ncm_150500","1505.00","Suarda e substâncias gordas dela derivadas, incluindo a lanolina.","view",
"ncm_15050010","1505.00.10","Lanolina","normal",
"ncm_15050090","1505.00.90","Outras","normal",
"ncm_15060000","1506.00.00","Outras gorduras e óleos animais, e respectivas frações, mesmo refinados, mas não quimicamente modificados.","normal",
"ncm_1507","15.07","Óleo de soja e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15071000","1507.10.00","Óleo em bruto, mesmo degomado","normal",
"ncm_150790","1507.90","Outros","view",
"ncm_1507901","1507.90.1","Refinado","view",
"ncm_15079011","1507.90.11","Em recipientes com capacidade inferior ou igual a 5 l","normal",
"ncm_15079019","1507.90.19","Outros","normal",
"ncm_15079090","1507.90.90","Outros","normal",
"ncm_1508","15.08","Óleo de amendoim e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15081000","1508.10.00","Óleo em bruto","normal",
"ncm_15089000","1508.90.00","Outros","normal",
"ncm_1509","15.09","Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15091000","1509.10.00","Virgens","normal",
"ncm_150990","1509.90","Outros","view",
"ncm_15099010","1509.90.10","Refinado","normal",
"ncm_15099090","1509.90.90","Outros","normal",
"ncm_15100000","1510.00.00","Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09.","normal",
"ncm_1511","15.11","Óleo de dendê e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15111000","1511.10.00","Óleo em bruto","normal",
"ncm_15119000","1511.90.00","Outros","normal",
"ncm_1512","15.12","Óleos de girassol, de cártamo ou de algodão, e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15121","1512.1","Óleos de girassol ou de cártamo e respectivas frações:","view",
"ncm_151211","1512.11","Óleos em bruto","view",
"ncm_15121110","1512.11.10","De girassol","normal",
"ncm_15121120","1512.11.20","De cártamo","normal",
"ncm_151219","1512.19","Outros","view",
"ncm_1512191","1512.19.1","De girassol","view",
"ncm_15121911","1512.19.11","Refinado, em recipientes com capacidade inferior ou igual a 5 l","normal",
"ncm_15121919","1512.19.19","Outros","normal",
"ncm_15121920","1512.19.20","De cártamo","normal",
"ncm_15122","1512.2","Óleo de algodão e respectivas frações:","view",
"ncm_15122100","1512.21.00","Óleo em bruto, mesmo desprovido de gossipol","normal",
"ncm_151229","1512.29","Outros","view",
"ncm_15122910","1512.29.10","Refinado","normal",
"ncm_15122990","1512.29.90","Outros","normal",
"ncm_1513","15.13","Óleos de coco (óleo de copra), de amêndoa de palma (palmiste) ou de babaçu, e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15131","1513.1","Óleo de coco (óleo de copra) e respectivas frações:","view",
"ncm_15131100","1513.11.00","Óleo em bruto","normal",
"ncm_15131900","1513.19.00","Outros","normal",
"ncm_15132","1513.2","Óleos de amêndoa de palma (palmiste) ou de babaçu, e respectivas frações:","view",
"ncm_151321","1513.21","Óleos em bruto","view",
"ncm_15132110","1513.21.10","De amêndoa de palma (palmiste)","normal",
"ncm_15132120","1513.21.20","De babaçu","normal",
"ncm_151329","1513.29","Outros","view",
"ncm_15132910","1513.29.10","De amêndoa de palma (palmiste)","normal",
"ncm_15132920","1513.29.20","De babaçu","normal",
"ncm_1514","15.14","Óleos de nabo silvestre, de colza ou de mostarda, e respectivas frações, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15141","1514.1","Óleos de nabo silvestre ou de colza com baixo teor de ácido erúcico, e respectivas frações:","view",
"ncm_15141100","1514.11.00","Óleos em bruto","normal",
"ncm_151419","1514.19","Outros","view",
"ncm_15141910","1514.19.10","Refinados","normal",
"ncm_15141990","1514.19.90","Outros","normal",
"ncm_15149","1514.9","Outros:","view",
"ncm_15149100","1514.91.00","Óleos em bruto","normal",
"ncm_151499","1514.99","Outros","view",
"ncm_15149910","1514.99.10","Refinados","normal",
"ncm_15149990","1514.99.90","Outros","normal",
"ncm_1515","15.15","Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.","view",
"ncm_15151","1515.1","Óleo de linhaça (sementes de linho) e respectivas frações:","view",
"ncm_15151100","1515.11.00","Óleo em bruto","normal",
"ncm_15151900","1515.19.00","Outros","normal",
"ncm_15152","1515.2","Óleo de milho e respectivas frações:","view",
"ncm_15152100","1515.21.00","Óleo em bruto","normal",
"ncm_151529","1515.29","Outros","view",
"ncm_15152910","1515.29.10","Refinado, em recipientes com capacidade inferior ou igual a 5 l","normal",
"ncm_15152990","1515.29.90","Outros","normal",
"ncm_15153000","1515.30.00","Óleo de rícino e respectivas frações","normal",
"ncm_15155000","1515.50.00","Óleo de gergelim e respectivas frações","normal",
"ncm_151590","1515.90","Outros","view",
"ncm_15159010","1515.90.10","Óleo de jojoba e respectivas frações","normal",
"ncm_1515902","1515.90.2","Óleo de tungue","view",
"ncm_15159021","1515.90.21","Em bruto","normal",
"ncm_15159022","1515.90.22","Refinado","normal",
"ncm_15159090","1515.90.90","Outros","normal",
"ncm_1516","15.16","Gorduras e óleos animais ou vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo.","view",
"ncm_15161000","1516.10.00","Gorduras e óleos animais e respectivas frações","normal",
"ncm_15162000","1516.20.00","Gorduras e óleos vegetais e respectivas frações","normal",
"ncm_1517","15.17","Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16.","view",
"ncm_15171000","1517.10.00","Margarina, exceto a margarina líquida","normal",
"ncm_151790","1517.90","Outras","view",
"ncm_15179010","1517.90.10","Misturas de óleos refinados, em recipientes com capacidade inferior ou igual a 5 l","normal",
"ncm_15179090","1517.90.90","Outras","normal",
"ncm_151800","1518.00","Gorduras e óleos animais ou vegetais e respectivas frações, cozidos, oxidados, desidratados, sulfurados, aerados, estandolizados ou modificados quimicamente por qualquer outro processo, com exclusão dos da posição 15.16; misturas ou preparações não alimentícias, de gorduras ou de óleos animais ou vegetais ou de frações de diferentes gorduras ou óleos do presente Capítulo, não especificadas nem compreendidas noutras posições.","view",
"ncm_15180010","1518.00.10","Óleo vegetal epoxidado","normal",
"ncm_15180090","1518.00.90","Outros","normal",
"ncm_152000","1520.00","Glicerol em bruto; águas e lixívias, glicéricas.","view",
"ncm_15200010","1520.00.10","Glicerol em bruto","normal",
"ncm_15200020","1520.00.20","Águas e lixívias, glicéricas","normal",
"ncm_1521","15.21","Ceras vegetais (exceto os triglicéridos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.","view",
"ncm_15211000","1521.10.00","Ceras vegetais","normal",
"ncm_15211000_01","1521.10.00:01","Refinadas, branqueadas ou coloridas artificialmente","extension","ncm_15211000"
"ncm_152190","1521.90","Outros","view",
"ncm_1521901","1521.90.1","Cera de abelha","view",
"ncm_15219011","1521.90.11","Em bruto","normal",
"ncm_15219019","1521.90.19","Outras","normal",
"ncm_15219019_01","1521.90.19:01","Refinadas, branqueadas ou coloridas artificialmente","extension","ncm_15219019"
"ncm_15219090","1521.90.90","Outras","normal",
"ncm_15219090_01","1521.90.90:01","Ceras de insetos, refinadas, branqueadas ou coloridas artificialmente","extension","ncm_15219090"
"ncm_15219090_02","1521.90.90:02","Espermacete, prensado ou refinado","extension","ncm_15219090"
"ncm_15220000","1522.00.00","Dégras; resíduos provenientes do tratamento das substâncias gordas ou das ceras animais ou vegetais.","normal",
"ncm_16","16","Capítulo 16 - Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos","view",
"ncm_16010000","1601.00.00","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","normal",
"ncm_1602","16.02","Outras preparações e conservas de carne, de miudezas ou de sangue.","view",
"ncm_16021000","1602.10.00","Preparações homogeneizadas","normal",
"ncm_16022000","1602.20.00","De fígados de quaisquer animais","normal",
"ncm_16023","1602.3","De aves da posição 01.05:","view",
"ncm_16023100","1602.31.00","De peruas e de perus","normal",
"ncm_160232","1602.32","De galos e de galinhas","view",
"ncm_16023210","1602.32.10","Com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas","normal",
"ncm_16023220","1602.32.20","Com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas","normal",
"ncm_16023230","1602.32.30","Com conteúdo de carne ou de miudezas superior ou igual a 25 % e inferior a 57 %, em peso","normal",
"ncm_16023290","1602.32.90","Outras","normal",
"ncm_16023900","1602.39.00","Outras","normal",
"ncm_16024","1602.4","Da espécie suína:","view",
"ncm_16024100","1602.41.00","Pernas e respectivos pedaços","normal",
"ncm_16024200","1602.42.00","Pás e respectivos pedaços","normal",
"ncm_16024900","1602.49.00","Outras, incluindo as misturas","normal",
"ncm_16025000","1602.50.00","Da espécie bovina","normal",
"ncm_16029000","1602.90.00","Outras, incluindo as preparações de sangue de quaisquer animais","normal",
"ncm_16030000","1603.00.00","Extratos e sucos de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","normal",
"ncm_1604","16.04","Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.","view",
"ncm_16041","1604.1","Peixes inteiros ou em pedaços, exceto peixes picados:","view",
"ncm_16041100","1604.11.00","Salmões","normal",
"ncm_16041200","1604.12.00","Arenques","normal",
"ncm_160413","1604.13","Sardinhas e anchoveta","view",
"ncm_16041310","1604.13.10","Sardinhas","normal",
"ncm_16041390","1604.13.90","Outros","normal",
"ncm_160414","1604.14","Atuns, bonito-listrado e outros bonitos (Sarda spp.)","view",
"ncm_16041410","1604.14.10","Atuns","normal",
"ncm_16041420","1604.14.20","Bonito-listrado","normal",
"ncm_16041430","1604.14.30","Bonito-cachorro","normal",
"ncm_16041500","1604.15.00","Cavalinhas","normal",
"ncm_16041600","1604.16.00","Anchovas","normal",
"ncm_16041700","1604.17.00","Enguias","normal",
"ncm_16041900","1604.19.00","Outros","normal",
"ncm_160420","1604.20","Outras preparações e conservas de peixes","view",
"ncm_16042010","1604.20.10","De atuns","normal",
"ncm_16042020","1604.20.20","De bonito-listrado","normal",
"ncm_16042030","1604.20.30","De sardinhas ou de anchoveta","normal",
"ncm_16042090","1604.20.90","Outras","normal",
"ncm_16043","1604.3","Caviar e seus sucedâneos:","view",
"ncm_16043100","1604.31.00","Caviar","normal",
"ncm_16043200","1604.32.00","Sucedâneos de caviar","normal",
"ncm_1605","16.05","Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.","view",
"ncm_16051000","1605.10.00","Caranguejos","normal",
"ncm_16052","1605.2","Camarões:","view",
"ncm_16052100","1605.21.00","Não acondicionados em recipientes hermeticamente fechados","normal",
"ncm_16052900","1605.29.00","Outros","normal",
"ncm_16053000","1605.30.00","Lavagantes","normal",
"ncm_16054000","1605.40.00","Outros crustáceos","normal",
"ncm_16055","1605.5","Moluscos:","view",
"ncm_16055100","1605.51.00","Ostras","normal",
"ncm_16055200","1605.52.00","Vieiras e outros mariscos","normal",
"ncm_16055300","1605.53.00","Mexilhões","normal",
"ncm_16055400","1605.54.00","Sépias e lulas","normal",
"ncm_16055500","1605.55.00","Polvos","normal",
"ncm_16055600","1605.56.00","Ameijoas, berbigões e arcas","normal",
"ncm_16055700","1605.57.00","Abalones","normal",
"ncm_16055800","1605.58.00","Caracóis, exceto os do mar","normal",
"ncm_16055900","1605.59.00","Outros","normal",
"ncm_16056","1605.6","Outros invertebrados aquáticos:","view",
"ncm_16056100","1605.61.00","Pepinos-do-mar","normal",
"ncm_16056200","1605.62.00","Ouriços-do-mar","normal",
"ncm_16056300","1605.63.00","Medusas (águas-vivas)","normal",
"ncm_16056900","1605.69.00","Outros","normal",
"ncm_17","17","Capítulo 17 - Açúcares e produtos de confeitaria","view",
"ncm_1701","17.01","Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.","view",
"ncm_17011","1701.1","Açúcares brutos sem adição de aromatizantes ou de corantes:","view",
"ncm_17011200","1701.12.00","De beterraba","normal",
"ncm_17011300","1701.13.00","Açúcar de cana mencionado na Nota 2 de subposição do presente Capítulo","normal",
"ncm_17011400","1701.14.00","Outros açúcares de cana","normal",
"ncm_17019","1701.9","Outros:","view",
"ncm_17019100","1701.91.00","Adicionados de aromatizantes ou de corantes","normal",
"ncm_17019900","1701.99.00","Outros","normal",
"ncm_17019900_01","1701.99.00:01","Sacarose quimicamente pura","extension","ncm_17019900"
