"id","code","segment","item","name"
"cest_1005400","10.054.00","10. Materiais de construção e congêneres","54.0","Correntes de rolos, de ferro fundido, ferro ou aço"
"cest_1005500","10.055.00","10. Materiais de construção e congêneres","55.0","Outras correntes de elos articulados, de ferro fundido, ferro ou aço"
"cest_1005600","10.056.00","10. Materiais de construção e congêneres","56.0","Correntes de elos soldados, de ferro fundido, de ferro ou aço"
"cest_1005700","10.057.00","10. Materiais de construção e congêneres","57.0","Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre"
"cest_1005800","10.058.00","10. Materiais de construção e congêneres","58.0","Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço"
"cest_1005900","10.059.00","10. Materiais de construção e congêneres","59.0","Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00"
"cest_1005901","10.059.01","10. Materiais de construção e congêneres","59.1","Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00"
"cest_1006000","10.060.00","10. Materiais de construção e congêneres","60.0","Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção"
"cest_1006100","10.061.00","10. Materiais de construção e congêneres","61.0","Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção"
"cest_1006200","10.062.00","10. Materiais de construção e congêneres","62.0","Abraçadeiras"
"cest_1006300","10.063.00","10. Materiais de construção e congêneres","63.0","Barras de cobre"
"cest_1006400","10.064.00","10. Materiais de construção e congêneres","64.0","Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção"
"cest_1006500","10.065.00","10. Materiais de construção e congêneres","65.0","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção"
"cest_1006600","10.066.00","10. Materiais de construção e congêneres","66.0","Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre"
"cest_1006700","10.067.00","10. Materiais de construção e congêneres","67.0","Artefatos de higiene/toucador de cobre, para uso na construção"
"cest_1006800","10.068.00","10. Materiais de construção e congêneres","68.0","Manta de subcobertura aluminizada"
"cest_1006900","10.069.00","10. Materiais de construção e congêneres","69.0","Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção"
"cest_1007000","10.070.00","10. Materiais de construção e congêneres","70.0","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção"
"cest_1007100","10.071.00","10. Materiais de construção e congêneres","71.0","Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções"
"cest_1007200","10.072.00","10. Materiais de construção e congêneres","72.0","Artefatos de higiene/toucador de alumínio, para uso na construção"
"cest_1007300","10.073.00","10. Materiais de construção e congêneres","73.0","Outras obras de alumínio, próprias para construções, incluídas as persianas"
"cest_1007400","10.074.00","10. Materiais de construção e congêneres","74.0","Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores."
"cest_1007500","10.075.00","10. Materiais de construção e congêneres","75.0","Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo"
"cest_1007600","10.076.00","10. Materiais de construção e congêneres","76.0","Dobradiças de metais comuns, de qualquer tipo"
"cest_1007700","10.077.00","10. Materiais de construção e congêneres","77.0","Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção"
"cest_1007800","10.078.00","10. Materiais de construção e congêneres","78.0","Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção"
"cest_1007900","10.079.00","10. Materiais de construção e congêneres","79.0","Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes"
"cest_1008000","10.080.00","10. Materiais de construção e congêneres","80.0","Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo"
"cest_1100100","11.001.00","11. Materiais de limpeza","1.0","Água sanitária, branqueador e outros alvejantes"
"cest_1100100","11.001.00","11. Materiais de limpeza","1.0","Água sanitária, branqueador e outros alvejantes"
"cest_1100100","11.001.00","11. Materiais de limpeza","1.0","Água sanitária, branqueador e outros alvejantes"
"cest_1100100","11.001.00","11. Materiais de limpeza","1.0","Água sanitária, branqueador e outros alvejantes"
"cest_1100100","11.001.00","11. Materiais de limpeza","1.0","Água sanitária, branqueador e outros alvejantes"
"cest_1100200","11.002.00","11. Materiais de limpeza","2.0","Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas"
"cest_1100300","11.003.00","11. Materiais de limpeza","3.0","Sabões líquidos para lavar roupas"
"cest_1100400","11.004.00","11. Materiais de limpeza","4.0","Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes"
"cest_1100500","11.005.00","11. Materiais de limpeza","5.0","Detergentes líquidos, exceto para lavar roupa"
"cest_1100600","11.006.00","11. Materiais de limpeza","6.0","Detergente líquido para lavar roupa"
"cest_1100700","11.007.00","11. Materiais de limpeza","7.0","Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg"
"cest_1100800","11.008.00","11. Materiais de limpeza","8.0","Amaciante/suavizante"
"cest_1100900","11.009.00","11. Materiais de limpeza","9.0","Esponjas para limpeza"
"cest_1100900","11.009.00","11. Materiais de limpeza","9.0","Esponjas para limpeza"
"cest_1100900","11.009.00","11. Materiais de limpeza","9.0","Esponjas para limpeza"
"cest_1100900","11.009.00","11. Materiais de limpeza","9.0","Esponjas para limpeza"
"cest_1101000","11.010.00","11. Materiais de limpeza","10.0","Álcool etílico para limpeza"
"cest_1101000","11.010.00","11. Materiais de limpeza","10.0","Álcool etílico para limpeza"
"cest_1101100","11.011.00","11. Materiais de limpeza","11.0","Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico"
"cest_1101200","11.012.00","11. Materiais de limpeza","12.0","Sacos de lixo de conteúdo igual ou inferior a 100 litros"
"cest_1200100","12.001.00","12. Materiais elétricos","1.0","Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo"
"cest_1200200","12.002.00","12. Materiais elétricos","2.0","Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00"
"cest_1200300","12.003.00","12. Materiais elétricos","3.0","Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo"
"cest_1200400","12.004.00","12. Materiais elétricos","4.0","Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto ""starter"" classificado na subposição 8536.50 e os de uso automotivo"
"cest_1200500","12.005.00","12. Materiais elétricos","5.0","Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536"
"cest_1200600","12.006.00","12. Materiais elétricos","6.0","Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo"
"cest_1200700","12.007.00","12. Materiais elétricos","7.0","Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo"
"cest_1200700","12.007.00","12. Materiais elétricos","7.0","Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo"
"cest_1200700","12.007.00","12. Materiais elétricos","7.0","Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo"
"cest_1200800","12.008.00","12. Materiais elétricos","8.0","Isoladores de qualquer matéria, para usos elétricos"
"cest_1200900","12.009.00","12. Materiais elétricos","9.0","Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente"
"cest_1300100","13.001.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","1.0","Medicamentos de referência - positiva, exceto para uso veterinário"
"cest_1300100","13.001.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","1.0","Medicamentos de referência - positiva, exceto para uso veterinário"
"cest_1300101","13.001.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","1.1","Medicamentos de referência - negativa, exceto para uso veterinário"
"cest_1300101","13.001.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","1.1","Medicamentos de referência - negativa, exceto para uso veterinário"
"cest_1300102","13.001.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","1.2","Medicamentos de referência - neutra, exceto para uso veterinário"
"cest_1300102","13.001.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","1.2","Medicamentos de referência - neutra, exceto para uso veterinário"
"cest_1300200","13.002.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","2.0","Medicamentos genérico - positiva, exceto para uso veterinário"
"cest_1300200","13.002.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","2.0","Medicamentos genérico - positiva, exceto para uso veterinário"
"cest_1300201","13.002.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","2.1","Medicamentos genérico - negativa, exceto para uso veterinário"
"cest_1300201","13.002.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","2.1","Medicamentos genérico - negativa, exceto para uso veterinário"
"cest_1300202","13.002.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","2.2","Medicamentos genérico - neutra, exceto para uso veterinário"
"cest_1300202","13.002.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","2.2","Medicamentos genérico - neutra, exceto para uso veterinário"
"cest_1300300","13.003.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","3.0","Medicamentos similar - positiva, exceto para uso veterinário"
"cest_1300300","13.003.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","3.0","Medicamentos similar - positiva, exceto para uso veterinário"
"cest_1300301","13.003.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","3.1","Medicamentos similar - negativa, exceto para uso veterinário"
"cest_1300301","13.003.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","3.1","Medicamentos similar - negativa, exceto para uso veterinário"
"cest_1300302","13.003.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","3.2","Medicamentos similar - neutra, exceto para uso veterinário"
"cest_1300302","13.003.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","3.2","Medicamentos similar - neutra, exceto para uso veterinário"
"cest_1300400","13.004.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","4.0","Outros tipos de medicamentos - positiva, exceto para uso veterinário"
"cest_1300400","13.004.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","4.0","Outros tipos de medicamentos - positiva, exceto para uso veterinário"
"cest_1300401","13.004.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","4.1","Outros tipos de medicamentos - negativa, exceto para uso veterinário"
"cest_1300401","13.004.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","4.1","Outros tipos de medicamentos - negativa, exceto para uso veterinário"
"cest_1300402","13.004.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","4.2","Outros tipos de medicamentos - neutra, exceto para uso veterinário"
"cest_1300402","13.004.02","13. Medicamentos e outros produtos farmacêuticos para uso humano","4.2","Outros tipos de medicamentos - neutra, exceto para uso veterinário"
"cest_1300500","13.005.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","5.0","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva"
"cest_1300501","13.005.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","5.1","Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa"
"cest_1300600","13.006.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","6.0","Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra"
"cest_1300700","13.007.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","7.0","Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva"
"cest_1300701","13.007.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","7.1","Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa"
"cest_1300800","13.008.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","8.0","Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva"
"cest_1300801","13.008.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","8.1","Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa"
"cest_1300900","13.009.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","9.0","Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;"
"cest_1300901","13.009.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","9.1","Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;"
"cest_1301000","13.010.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","10.0","Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva"
"cest_1301001","13.010.01","13. Medicamentos e outros produtos farmacêuticos para uso humano","10.1","Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa"
"cest_1301100","13.011.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","11.0","Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais,cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra"
"cest_1301200","13.012.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","12.0","Luvas cirúrgicas e luvas de procedimento - neutra"
"cest_1301200","13.012.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","12.0","Luvas cirúrgicas e luvas de procedimento - neutra"
"cest_1301300","13.013.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","13.0","Preservativo - neutra"
"cest_1301400","13.014.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","14.0","Seringas, mesmo com agulhas - neutra"
"cest_1301500","13.015.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","15.0","Agulhas para seringas - neutra"
"cest_1301600","13.016.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","16.0","Contraceptivos (dispositivos intra-uterinos - DIU) - neutra"
"cest_1301600","13.016.00","13. Medicamentos e outros produtos farmacêuticos para uso humano","16.0","Contraceptivos (dispositivos intra-uterinos - DIU) - neutra"
"cest_1400100","14.001.00","14. Papéis, plásticos, produtos cerâmicos e vidros","1.0","Objetos de vidro para serviço de mesa ou de cozinha"
"cest_1400200","14.002.00","14. Papéis, plásticos, produtos cerâmicos e vidros","2.0","Outros copos, exceto de vitrocerâmica"
"cest_1400300","14.003.00","14. Papéis, plásticos, produtos cerâmicos e vidros","3.0","Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica"
"cest_1400400","14.004.00","14. Papéis, plásticos, produtos cerâmicos e vidros","4.0","Lonas plásticas, exceto as para uso na construção"
"cest_1400400","14.004.00","14. Papéis, plásticos, produtos cerâmicos e vidros","4.0","Lonas plásticas, exceto as para uso na construção"
"cest_1400400","14.004.00","14. Papéis, plásticos, produtos cerâmicos e vidros","4.0","Lonas plásticas, exceto as para uso na construção"
"cest_1400500","14.005.00","14. Papéis, plásticos, produtos cerâmicos e vidros","5.0","Artefatos de higiene/toucador de plástico, exceto os para uso na construção"
"cest_1400600","14.006.00","14. Papéis, plásticos, produtos cerâmicos e vidros","6.0","Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, inclusive os descartáveis"
"cest_1400700","14.007.00","14. Papéis, plásticos, produtos cerâmicos e vidros","7.0","Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos"
"cest_1400800","14.008.00","14. Papéis, plásticos, produtos cerâmicos e vidros","8.0","Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos"
"cest_1400900","14.009.00","14. Papéis, plásticos, produtos cerâmicos e vidros","9.0","Artigos para serviço de mesa ou de cozinha, de cerâmica"
"cest_1401000","14.010.00","14. Papéis, plásticos, produtos cerâmicos e vidros","10.0","Velas para filtros"
"cest_1401100","14.011.00","14. Papéis, plásticos, produtos cerâmicos e vidros","11.0","Filtros descartáveis para coar café ou chá"
"cest_1401200","14.012.00","14. Papéis, plásticos, produtos cerâmicos e vidros","12.0","Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão"
"cest_1401300","14.013.00","14. Papéis, plásticos, produtos cerâmicos e vidros","13.0","Papel para cigarro"
"cest_1600100","16.001.00","16. Pneumáticos, câmaras de ar e protetores de borracha","1.0","Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)"
"cest_1600200","16.002.00","16. Pneumáticos, câmaras de ar e protetores de borracha","2.0","Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira"
"cest_1600300","16.003.00","16. Pneumáticos, câmaras de ar e protetores de borracha","3.0","Pneus novos para motocicletas"
"cest_1600400","16.004.00","16. Pneumáticos, câmaras de ar e protetores de borracha","4.0","Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00"
"cest_1600500","16.005.00","16. Pneumáticos, câmaras de ar e protetores de borracha","5.0","Pneus novos de borracha dos tipos utilizados em bicicletas"
"cest_1600600","16.006.00","16. Pneumáticos, câmaras de ar e protetores de borracha","6.0","Pneus recauchutados"
"cest_1600700","16.007.00","16. Pneumáticos, câmaras de ar e protetores de borracha","7.0","Protetores de borracha, exceto os itens classificados no CEST 16.007.01"
"cest_1600701","16.007.01","16. Pneumáticos, câmaras de ar e protetores de borracha","7.1","Protetores de borracha para bicicletas"
"cest_1600800","16.008.00","16. Pneumáticos, câmaras de ar e protetores de borracha","8.0","Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00"
"cest_1600900","16.009.00","16. Pneumáticos, câmaras de ar e protetores de borracha","9.0","Câmaras de ar de borracha dos tipos utilizados em bicicletas"
"cest_1700100","17.001.00","17. Produtos alimentícios","1.0","Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate."
"cest_1700200","17.002.00","17. Produtos alimentícios","2.0","Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg"
"cest_1700200","17.002.00","17. Produtos alimentícios","2.0","Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg"
"cest_1700300","17.003.00","17. Produtos alimentícios","3.0","Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg"
"cest_1700300","17.003.00","17. Produtos alimentícios","3.0","Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg"
"cest_1700400","17.004.00","17. Produtos alimentícios","4.0","Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate."
"cest_1700500","17.005.00","17. Produtos alimentícios","5.0","Ovos de páscoa de chocolate branco"
"cest_1700500","17.005.00","17. Produtos alimentícios","5.0","Ovos de páscoa de chocolate branco"
"cest_1700501","17.005.01","17. Produtos alimentícios","5.1","Ovos de páscoa de chocolate"
"cest_1700600","17.006.00","17. Produtos alimentícios","6.0","Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg"
"cest_1700601","17.006.01","17. Produtos alimentícios","6.1","Cacau em pó, com adição de açucar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg"
"cest_1700700","17.007.00","17. Produtos alimentícios","7.0","Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg"
"cest_1700800","17.008.00","17. Produtos alimentícios","8.0","Bombons, inclusive à base de chocolate branco sem cacau"
"cest_1700900","17.009.00","17. Produtos alimentícios","9.0","Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau"
"cest_1701000","17.010.00","17. Produtos alimentícios","10.0","Sucos de frutas ou de produtos hortícolas; mistura de sucos"
"cest_1701100","17.011.00","17. Produtos alimentícios","11.0","Água de coco"
"cest_1701200","17.012.00","17. Produtos alimentícios","12.0","Leite em pó, blocos ou grânulos, exceto creme de leite"
"cest_1701200","17.012.00","17. Produtos alimentícios","12.0","Leite em pó, blocos ou grânulos, exceto creme de leite"
"cest_1701200","17.012.00","17. Produtos alimentícios","12.0","Leite em pó, blocos ou grânulos, exceto creme de leite"
"cest_1701300","17.013.00","17. Produtos alimentícios","13.0","Farinha láctea"
"cest_1701400","17.014.00","17. Produtos alimentícios","14.0","Leite modificado para alimentação de crianças"
"cest_1701500","17.015.00","17. Produtos alimentícios","15.0","Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros"
"cest_1701500","17.015.00","17. Produtos alimentícios","15.0","Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros"
"cest_1701600","17.016.00","17. Produtos alimentícios","16.0","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros"
"cest_1701600","17.016.00","17. Produtos alimentícios","16.0","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros"
"cest_1701601","17.016.01","17. Produtos alimentícios","16.1","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros"
"cest_1701601","17.016.01","17. Produtos alimentícios","16.1","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros"
"cest_1701700","17.017.00","17. Produtos alimentícios","17.0","Leite em recipiente de conteúdo inferior ou igual a 1 litro"
"cest_1701700","17.017.00","17. Produtos alimentícios","17.0","Leite em recipiente de conteúdo inferior ou igual a 1 litro"
"cest_1701701","17.017.01","17. Produtos alimentícios","17.1","Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros"
"cest_1701701","17.017.01","17. Produtos alimentícios","17.1","Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros"
"cest_1701800","17.018.00","17. Produtos alimentícios","18.0","Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro"
"cest_1701800","17.018.00","17. Produtos alimentícios","18.0","Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro"
"cest_1701801","17.018.01","17. Produtos alimentícios","18.1","Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros"
"cest_1701801","17.018.01","17. Produtos alimentícios","18.1","Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros"
"cest_1701900","17.019.00","17. Produtos alimentícios","19.0","Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg"
"cest_1701900","17.019.00","17. Produtos alimentícios","19.0","Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg"
"cest_1701900","17.019.00","17. Produtos alimentícios","19.0","Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg"
"cest_1701900","17.019.00","17. Produtos alimentícios","19.0","Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg"
"cest_1701901","17.019.01","17. Produtos alimentícios","19.1","Creme de leite, em recipiente de conteúdo superior a 1 kg"
"cest_1701901","17.019.01","17. Produtos alimentícios","19.1","Creme de leite, em recipiente de conteúdo superior a 1 kg"
"cest_1701901","17.019.01","17. Produtos alimentícios","19.1","Creme de leite, em recipiente de conteúdo superior a 1 kg"
"cest_1701901","17.019.01","17. Produtos alimentícios","19.1","Creme de leite, em recipiente de conteúdo superior a 1 kg"
"cest_1701902","17.019.02","17. Produtos alimentícios","19.2","Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg"
"cest_1701902","17.019.02","17. Produtos alimentícios","19.2","Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg"
